HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'72265BF	Voltage_Box	_Voltages	PC40209	<>	<>	<>	<>	<>	Wipeout On	122.2	3.8	3.4	14.9
'72265E4	Fault_Currents	_Fault Currents	PC39578	<>	<>	<>	470	132	Wipeout ON	<>	<>	<>	<>
'72265FD	Voltage_Box	_Voltages	PC39578	<>	<>	<>	<>	<>	Wipeout On	119.2	6.8	5.7	7.8
'722E945	Voltage_Box	_Voltages	PC12395	<>	<>	<>	<>	<>	Wipeout On	122.5	3.5	3.8	9.5
'722E964	Fault_Currents	_Fault Currents	PC12395	<>	<>	<>	278	117	Wipeout ON	<>	<>	<>	<>
'722E992	Load_Currents	_Currents	R12018	C5.9			<>	<>	<>	<>	<>	<>	<>
'722E9B1	Fault_Currents	_Fault Currents	R12018	<>	<>	<>	441	138	Wipeout ON	<>	<>	<>	<>
'722E9D4	Load_Currents	_Currents	R12017	C3.3			<>	<>	<>	<>	<>	<>	<>
'722E9F3	Fault_Currents	_Fault Currents	R12017	<>	<>	<>	473	141	Wipeout ON	<>	<>	<>	<>
'722EA16	Load_Currents	_Currents	R11617	B24.5			<>	<>	<>	<>	<>	<>	<>
'722EA35	Fault_Currents	_Fault Currents	R11617	<>	<>	<>	525	146	Wipeout ON	<>	<>	<>	<>
'722EA58	Load_Currents	_Currents	R11618	A45.4	B16.4	C15.2	<>	<>	<>	<>	<>	<>	<>
'722EA77	Fault_Currents	_Fault Currents	R11618	<>	<>	<>	722	151	Wipeout ON	<>	<>	<>	<>
'722EAA4	Load_Currents	_Currents	R12019	A29.0			<>	<>	<>	<>	<>	<>	<>
'722EAC3	Fault_Currents	_Fault Currents	R12019	<>	<>	<>	462	140	Wipeout ON	<>	<>	<>	<>
'722EAE6	Load_Currents	_Currents	R285	B15.3			<>	<>	<>	<>	<>	<>	<>
'722EB05	Fault_Currents	_Fault Currents	R285	<>	<>	<>	892	161	Wipeout ON	<>	<>	<>	<>
'722EB1E	Load_Currents	_Currents	R11616	C27.4			<>	<>	<>	<>	<>	<>	<>
'722EB3D	Fault_Currents	_Fault Currents	R11616	<>	<>	<>	922	162	Wipeout ON	<>	<>	<>	<>
'722EB6A	Load_Currents	_Currents	R270	A10.9			<>	<>	<>	<>	<>	<>	<>
'722EB89	Fault_Currents	_Fault Currents	R270	<>	<>	<>	489	142	Wipeout ON	<>	<>	<>	<>
'722EBAC	Load_Currents	_Currents	R198	B10.3			<>	<>	<>	<>	<>	<>	<>
'722EBCB	Fault_Currents	_Fault Currents	R198	<>	<>	<>	506	144	Wipeout ON	<>	<>	<>	<>
'722EBF8	Load_Currents	_Currents	R12020	B7.4			<>	<>	<>	<>	<>	<>	<>
'722EC17	Fault_Currents	_Fault Currents	R12020	<>	<>	<>	549	148	Wipeout ON	<>	<>	<>	<>
'722EC3A	Load_Currents	_Currents	R1902	C6.0			<>	<>	<>	<>	<>	<>	<>
'722EC59	Fault_Currents	_Fault Currents	R1902	<>	<>	<>	927	162	Wipeout ON	<>	<>	<>	<>
'722EC7C	Load_Currents	_Currents	R192	C15.3			<>	<>	<>	<>	<>	<>	<>
'722EC9B	Fault_Currents	_Fault Currents	R192	<>	<>	<>	712	159	Wipeout ON	<>	<>	<>	<>
'722ECBE	Load_Currents	_Currents	R2302	A7.8			<>	<>	<>	<>	<>	<>	<>
'722ECDD	Fault_Currents	_Fault Currents	R2302	<>	<>	<>	913	163	Wipeout ON	<>	<>	<>	<>
'722ED00	Load_Currents	_Currents	R11	A15.9	B13.4	C41.6	<>	<>	<>	<>	<>	<>	<>
'722ED1F	Fault_Currents	_Fault Currents	R11	<>	<>	<>	1093	166	Wipeout ON	<>	<>	<>	<>
'7237841	Load_Currents	_Currents	R5926	A13.3			<>	<>	<>	<>	<>	<>	<>
'7237860	Fault_Currents	_Fault Currents	R5926	<>	<>	<>	1064	167	Wipeout ON	<>	<>	<>	<>
'7237883	Load_Currents	_Currents	R196	A19.1	B21.3	C8.9	<>	<>	<>	<>	<>	<>	<>
'72378A2	Fault_Currents	_Fault Currents	R196	<>	<>	<>	1177	167	Wipeout ON	<>	<>	<>	<>
'72378C5	Load_Currents	_Currents	R3102	A2.8	B3.4		<>	<>	<>	<>	<>	<>	<>
'72378E4	Fault_Currents	_Fault Currents	R3102	<>	<>	<>	1181	168	Wipeout ON	<>	<>	<>	<>
'7237907	Load_Currents	_Currents	R207	C13.8			<>	<>	<>	<>	<>	<>	<>
'7237926	Fault_Currents	_Fault Currents	R207	<>	<>	<>	552	151	Wipeout ON	<>	<>	<>	<>
'724CB22	Load_Currents	_Currents	R11612	C6.3			<>	<>	<>	<>	<>	<>	<>
'724CB41	Fault_Currents	_Fault Currents	R11612	<>	<>	<>	299	124	Wipeout ON	<>	<>	<>	<>
'724CB64	Load_Currents	_Currents	R10804	A1.5	B0.4	C0.2	<>	<>	<>	<>	<>	<>	<>
'724CB83	Fault_Currents	_Fault Currents	R10804	<>	<>	<>	553	140	Wipeout ON	<>	<>	<>	<>
'724CBA6	Load_Currents	_Currents	R277	A5.0	B2.6	C26.5	<>	<>	<>	<>	<>	<>	<>
'724CBC5	Fault_Currents	_Fault Currents	R277	<>	<>	<>	561	140	Wipeout ON	<>	<>	<>	<>
'724CBE8	Load_Currents	_Currents	R11610	A8.7	B-7.0	C-7.4	<>	<>	<>	<>	<>	<>	<>
'724CC07	Fault_Currents	_Fault Currents	R11610	<>	<>	<>	580	142	Wipeout ON	<>	<>	<>	<>
'724CC34	Load_Currents	_Currents	R266	B25.2			<>	<>	<>	<>	<>	<>	<>
'724CC53	Fault_Currents	_Fault Currents	R266	<>	<>	<>	519	142	Wipeout ON	<>	<>	<>	<>
'724CC75	Voltage_Box	_Voltages	PC124709	<>	<>	<>	<>	<>	Wipeout On	116.2	9.8	8.5	3.6
'724CCAA	Load_Currents	_Currents	R3502	B54.4			<>	<>	<>	<>	<>	<>	<>
'724CCC9	Fault_Currents	_Fault Currents	R3502	<>	<>	<>	989	164	Wipeout ON	<>	<>	<>	<>
'724CCF6	Load_Currents	_Currents	R11613	A28.4	B43.0	C73.0	<>	<>	<>	<>	<>	<>	<>
'724CD15	Fault_Currents	_Fault Currents	R11613	<>	<>	<>	833	155	Wipeout ON	<>	<>	<>	<>
'724CD38	Load_Currents	_Currents	R122	A31.9	B32.5	C35.1	<>	<>	<>	<>	<>	<>	<>
'724CD57	Fault_Currents	_Fault Currents	R122	<>	<>	<>	824	154	Wipeout ON	<>	<>	<>	<>
'724CD70	Voltage_Box	_Voltages	PC54123	<>	<>	<>	<>	<>	Wipeout On	123.9	12.0	10.5	8.6
'724CD95	Fault_Currents	_Fault Currents	PC54123	<>	<>	<>	418	137	Wipeout ON	<>	<>	<>	<>
'724CDAE	Voltage_Box	_Voltages	PC14694	<>	<>	<>	<>	<>	Wipeout On	114.0	17.8	11.8	18.0
'724CDD3	Fault_Currents	_Fault Currents	PC14694	<>	<>	<>	194	101	Wipeout ON	<>	<>	<>	<>
'724CDEC	Voltage_Box	_Voltages	PC123829	<>	<>	<>	<>	<>	Wipeout On	118.7	14.5	12.4	12.3
'724CE11	Fault_Currents	_Fault Currents	PC123829	<>	<>	<>	465	133	Wipeout ON	<>	<>	<>	<>
'724CE2A	Voltage_Box	_Voltages	PC55536	<>	<>	<>	<>	<>	Wipeout On	115.6	16.2	12.4	16.4
'724CE4F	Fault_Currents	_Fault Currents	PC55536	<>	<>	<>	223	108	Wipeout ON	<>	<>	<>	<>
'724CE68	Voltage_Box	_Voltages	PC82606	<>	<>	<>	<>	<>	Wipeout On	125.5	15.3	2.8	8.5
'724CE8D	Fault_Currents	_Fault Currents	PC82606	<>	<>	<>	506	150	Wipeout ON	<>	<>	<>	<>
'724CEA6	Voltage_Box	_Voltages	PC55043	<>	<>	<>	<>	<>	Wipeout On	120.5	14.2	12.5	9.5
'724CECB	Fault_Currents	_Fault Currents	PC55043	<>	<>	<>	469	131	Wipeout ON	<>	<>	<>	<>
'724CEE4	Voltage_Box	_Voltages	PC88796	<>	<>	<>	<>	<>	Wipeout On	123.9	16.9	14.6	9.7
'724CF09	Fault_Currents	_Fault Currents	PC88796	<>	<>	<>	286	117	Wipeout ON	<>	<>	<>	<>
'724CF60	Voltage_Box	_Voltages	PC82590	<>	<>	<>	<>	<>	Wipeout On	121.6	4.4	4.1	7.1
'724CF85	Fault_Currents	_Fault Currents	PC82590	<>	<>	<>	654	151	Wipeout ON	<>	<>	<>	<>
'724DB65	Voltage_Box	_Voltages	PC72335	<>	<>	<>	<>	<>	Wipeout On	119.7	6.3	6.0	11.2
'724DB90	Fault_Currents	_Fault Currents	PC72335	<>	<>	<>	266	115	Wipeout ON	<>	<>	<>	<>
'724DBAD	Voltage_Box	_Voltages	PC157164	<>	<>	<>	<>	<>	Wipeout On	119.5	6.5	6.8	7.3
'724DBD8	Fault_Currents	_Fault Currents	PC157164	<>	<>	<>	319	203	Wipeout ON	<>	<>	<>	<>
'724DBF5	Voltage_Box	_Voltages	PC67157	<>	<>	<>	<>	<>	Wipeout On	116.4	9.6	3.0	11.9
'724DC20	Fault_Currents	_Fault Currents	PC67157	<>	<>	<>	499	143	Wipeout ON	<>	<>	<>	<>
'724DC3D	Voltage_Box	_Voltages	PC76970	<>	<>	<>	<>	<>	Wipeout On	121.7	4.3	4.8	9.3
'724DC68	Fault_Currents	_Fault Currents	PC76970	<>	<>	<>	291	119	Wipeout ON	<>	<>	<>	<>
'724DC85	Voltage_Box	_Voltages	PC77617	<>	<>	<>	<>	<>	Wipeout On	118.3	7.7	7.6	9.4
'724DCB0	Fault_Currents	_Fault Currents	PC77617	<>	<>	<>	290	119	Wipeout ON	<>	<>	<>	<>
'724DCCD	Voltage_Box	_Voltages	PC44059	<>	<>	<>	<>	<>	Wipeout On	121.5	4.5	4.6	8.4
'724DCF8	Fault_Currents	_Fault Currents	PC44059	<>	<>	<>	386	123	Wipeout ON	<>	<>	<>	<>
'745DB18	Voltage_Box	_Voltages	PC170228	<>	<>	<>	<>	<>	Wipeout On	123.3	2.7	2.7	4.0
'745DB56	Load_Currents	_Currents	R19263	A17.9	B12.1	C1.3	<>	<>	<>	<>	<>	<>	<>
'745DB75	Fault_Currents	_Fault Currents	R19263	<>	<>	<>	1047	166	Wipeout ON	<>	<>	<>	<>
'745DB99	Load_Currents	_Currents	R20068	A74.2	B65.8	C63.7	<>	<>	<>	<>	<>	<>	<>
'745DBB8	Fault_Currents	_Fault Currents	R20068	<>	<>	<>	1071	167	Wipeout ON	<>	<>	<>	<>
'745DBDB	Load_Currents	_Currents	R19262			C12.4	<>	<>	<>	<>	<>	<>	<>
'745DBFA	Fault_Currents	_Fault Currents	R19262	<>	<>	<>	1077	167	Wipeout ON	<>	<>	<>	<>
'745DC1D	Load_Currents	_Currents	R19264	A1.3	B3.0	C1.1	<>	<>	<>	<>	<>	<>	<>
'745DC3C	Fault_Currents	_Fault Currents	R19264	<>	<>	<>	1143	167	Wipeout ON	<>	<>	<>	<>
'756B4B4	Voltage_Box	_Voltages	PC42900	<>	<>	<>	<>	<>	Wipeout On	118.8	9.9	9.9	9.2
'792BB4A	Load_Currents	_Currents	R53	C9.3			<>	<>	<>	<>	<>	<>	<>
'79899F5	Load_Currents	_Currents	R111	A3.7	B16.8	C11.5	<>	<>	<>	<>	<>	<>	<>
'7989A22	Fault_Currents	_Fault Currents	WILLIAMSTOWN	<>	<>	<>	1138	172	Wipeout ON	<>	<>	<>	<>
'7989A3B	Fault_Currents	_Fault Currents	BARING	<>	<>	<>	2201	176	Wipeout ON	<>	<>	<>	<>
'7989A54	Fault_Currents	_Fault Currents	CANTON	<>	<>	<>	2534	176	Wipeout ON	<>	<>	<>	<>
'7989A6D	Fault_Currents	_Fault Currents	KAHOKA	<>	<>	<>	2596	177	Wipeout ON	<>	<>	<>	<>
'7989A86	Fault_Currents	_Fault Currents	LEWISTOWN	<>	<>	<>	3141	177	Wipeout ON	<>	<>	<>	<>
'7989A9F	Fault_Currents	_Fault Currents	NOVELTY	<>	<>	<>	4176	178	Wipeout ON	<>	<>	<>	<>
'7989AB8	Fault_Currents	_Fault Currents	NEWARK	<>	<>	<>	3713	188	Wipeout ON	<>	<>	<>	<>
'7989AD1	Fault_Currents	_Fault Currents	WINCHESTER	<>	<>	<>	2240	176	Wipeout ON	<>	<>	<>	<>
'7989AEA	Fault_Currents	_Fault Currents	EWING	<>	<>	<>	1990	176	Wipeout ON	<>	<>	<>	<>
'7989B03	Fault_Currents	_Fault Currents	ARBELA	<>	<>	<>	2038	176	Wipeout ON	<>	<>	<>	<>
'7989B1C	Fault_Currents	_Fault Currents	TAYLOR	<>	<>	<>	3936	178	Wipeout ON	<>	<>	<>	<>
'7989B35	Load_Currents	_Currents	R110	A4.6	B1.0	C3.6	<>	<>	<>	<>	<>	<>	<>
'7989B54	Load_Currents	_Currents	R101	A6.5	C7.4		<>	<>	<>	<>	<>	<>	<>
'7989B73	Load_Currents	_Currents	R102	A13.6	B23.8	C15.4	<>	<>	<>	<>	<>	<>	<>
'79B3068	Load_Currents	_Currents	R20061	A96.8	B95.7	C70.7	<>	<>	<>	<>	<>	<>	<>
'79B308E	Load_Currents	_Currents	R20063	A46.2	B20.6	C52.4	<>	<>	<>	<>	<>	<>	<>
'79B30A8	Load_Currents	_Currents	R20062	A68.5	B39.7	C73.5	<>	<>	<>	<>	<>	<>	<>
'79B311C	Load_Currents	_Currents	R163	A57.8	B36.5	C24.2	<>	<>	<>	<>	<>	<>	<>
'79B31CD	Load_Currents	_Currents	R70	A32.5	B16.0	C19.4	<>	<>	<>	<>	<>	<>	<>
'79B31EC	Load_Currents	_Currents	R71	A11.0	B9.7	C9.4	<>	<>	<>	<>	<>	<>	<>
'79B3206	Load_Currents	_Currents	R65	A14.3	B29.5	C30.8	<>	<>	<>	<>	<>	<>	<>
'79B3220	Load_Currents	_Currents	R59	A49.6	B77.4	C59.8	<>	<>	<>	<>	<>	<>	<>
'79B323A	Load_Currents	_Currents	R64	A27.5	B13.6	C2.5	<>	<>	<>	<>	<>	<>	<>
'79C7EC9	Load_Currents	_Currents	R16843	A55.3	B47.3	C25.4	<>	<>	<>	<>	<>	<>	<>
'79C7EE8	Load_Currents	_Currents	R78	A98.2	B81.6	C78.8	<>	<>	<>	<>	<>	<>	<>
'79C7F02	Load_Currents	_Currents	R77	A19.9	B21.5	C25.2	<>	<>	<>	<>	<>	<>	<>
'79C7F1C	Load_Currents	_Currents	R72	A17.8	B8.9	C6.6	<>	<>	<>	<>	<>	<>	<>
'79C7F5A	Load_Currents	_Currents	R17640 -FDR 1	A43.3	B59.8	C45.5	<>	<>	<>	<>	<>	<>	<>
'79C7F79	Load_Currents	_Currents	R17641 - FDR 2	A32.2	B19.6	C3.3	<>	<>	<>	<>	<>	<>	<>
'79C7F93	Load_Currents	_Currents	R17642 - FDR 3	A255.1	B214.6	C159.8	<>	<>	<>	<>	<>	<>	<>
'79C7FEE	Load_Currents	_Currents	R14830	A22.2	B19.4	C20.4	<>	<>	<>	<>	<>	<>	<>
'79C800D	Load_Currents	_Currents	R14831	A13.6	B15.1	C31.6	<>	<>	<>	<>	<>	<>	<>
'79C8027	Load_Currents	_Currents	R14832	A61.1	B52.0	C50.2	<>	<>	<>	<>	<>	<>	<>
'79C8041	Load_Currents	_Currents	R30	A18.4	B32.0	C43.1	<>	<>	<>	<>	<>	<>	<>
'79C80BD	Load_Currents	_Currents	R180	B7.4			<>	<>	<>	<>	<>	<>	<>
'79C80DC	Fault_Currents	_Fault Currents	R180	<>	<>	<>	3605	188	Wipeout ON	<>	<>	<>	<>
'79C80FC	Load_Currents	_Currents	R13624	A62.8	B43.2	C46.4	<>	<>	<>	<>	<>	<>	<>
'79C811B	Load_Currents	_Currents	PC9430	A8.9	B9.0	C8.9	<>	<>	<>	<>	<>	<>	<>
'79C8135	Load_Currents	_Currents	R13626	A14.1	B14.1	C14.1	<>	<>	<>	<>	<>	<>	<>
'79C814F	Load_Currents	_Currents	R13627	A10.4	B18.9	C12.8	<>	<>	<>	<>	<>	<>	<>
'79E4CD1	Load_Currents	_Currents	R184	A54.9	B50.1	C62.9	<>	<>	<>	<>	<>	<>	<>
'79E4CF0	Load_Currents	_Currents	R16841	A42.4	B50.6	C73.4	<>	<>	<>	<>	<>	<>	<>
'79E4D0A	Load_Currents	_Currents	R182	A34.5	B48.2	C52.1	<>	<>	<>	<>	<>	<>	<>
'79E4D65	Load_Currents	_Currents	R162	A47.7	B56.3	C52.7	<>	<>	<>	<>	<>	<>	<>
'79E4D84	Load_Currents	_Currents	R16842	A73.7	B49.0	C61.5	<>	<>	<>	<>	<>	<>	<>
'79E4D9E	Load_Currents	_Currents	R287	A77.7	B168.9	C130.1	<>	<>	<>	<>	<>	<>	<>
'7A56E12	Voltage_Box	_Voltages	REG72558	<>	<>	<>	<>	<>	Wipeout On	121.0	14.8	12.6	6.0
'7A56E77	Voltage_Box	_Voltages	REG72559	<>	<>	<>	<>	<>	Wipeout On	119.9	6.1	6.1	7.2
'7A56E9C	Voltage_Box	_Voltages	REG72546	<>	<>	<>	<>	<>	Wipeout On	120.6	5.4	-	7.0
'7BE0E45	Fault_Currents	_Fault Currents	PC55263	<>	<>	<>	687	150	Wipeout ON	<>	<>	<>	<>
'7C278B3	Voltage_Box	_Voltages	REG72578	<>	<>	<>	<>	<>	Wipeout On	-	-	12.7	-
'7C278D8	Voltage_Box	_Voltages	REG72577	<>	<>	<>	<>	<>	Wipeout On	-	-	5.3	-
'7C59F6F	Voltage_Box	_Voltages	REG72581	<>	<>	<>	<>	<>	Wipeout On	-	-	9.2	-
'7C773D0	Voltage_Box	_Voltages	REG72584	<>	<>	<>	<>	<>	Wipeout On	-	-	8.1	-
'7CA9BD8	Voltage_Box	_Voltages	REG72574	<>	<>	<>	<>	<>	Wipeout On	120.8	5.2	5.2	5.5
'7CFAA33	Load_Currents	_Currents	SECT09527	A6.6			<>	<>	<>	<>	<>	<>	<>
'7CFAA52	Fault_Currents	_Fault Currents	SECT09527	<>	<>	<>	260	113	Wipeout ON	<>	<>	<>	<>
'7CFAA6B	Load_Currents	_Currents	SECT07539	B2.3			<>	<>	<>	<>	<>	<>	<>
'7CFAA8A	Fault_Currents	_Fault Currents	SECT07539	<>	<>	<>	172	94	Wipeout ON	<>	<>	<>	<>
'7CFAAA3	Load_Currents	_Currents	SECT07615	B3.5			<>	<>	<>	<>	<>	<>	<>
'7CFAAC2	Fault_Currents	_Fault Currents	SECT07615	<>	<>	<>	173	95	Wipeout ON	<>	<>	<>	<>
'7CFAAE5	Load_Currents	_Currents	SECT07740	C3.6			<>	<>	<>	<>	<>	<>	<>
'7CFAB04	Fault_Currents	_Fault Currents	SECT07740	<>	<>	<>	283	120	Wipeout ON	<>	<>	<>	<>
'7CFAB27	Load_Currents	_Currents	SECT07244	A1.0			<>	<>	<>	<>	<>	<>	<>
'7CFAB46	Fault_Currents	_Fault Currents	SECT07244	<>	<>	<>	214	105	Wipeout ON	<>	<>	<>	<>
'7CFAB69	Load_Currents	_Currents	SECT06831	B4.0			<>	<>	<>	<>	<>	<>	<>
'7CFAB88	Fault_Currents	_Fault Currents	SECT06831	<>	<>	<>	377	136	Wipeout ON	<>	<>	<>	<>
'7CFABAB	Load_Currents	_Currents	SECT05979	C3.7			<>	<>	<>	<>	<>	<>	<>
'7CFABCA	Fault_Currents	_Fault Currents	SECT05979	<>	<>	<>	281	117	Wipeout ON	<>	<>	<>	<>
'7CFABED	Load_Currents	_Currents	SECT13335	A7.9			<>	<>	<>	<>	<>	<>	<>
'7CFAC0C	Fault_Currents	_Fault Currents	SECT13335	<>	<>	<>	409	138	Wipeout ON	<>	<>	<>	<>
'7CFAC2F	Load_Currents	_Currents	SECT12195	C2.2			<>	<>	<>	<>	<>	<>	<>
'7CFAC4E	Fault_Currents	_Fault Currents	SECT12195	<>	<>	<>	283	117	Wipeout ON	<>	<>	<>	<>
'7CFAC71	Load_Currents	_Currents	SECT10919	A2.8			<>	<>	<>	<>	<>	<>	<>
'7CFAC90	Fault_Currents	_Fault Currents	SECT10919	<>	<>	<>	288	117	Wipeout ON	<>	<>	<>	<>
'7CFACA9	Load_Currents	_Currents	SECT10385	C3.7			<>	<>	<>	<>	<>	<>	<>
'7CFACC8	Fault_Currents	_Fault Currents	SECT10385	<>	<>	<>	303	119	Wipeout ON	<>	<>	<>	<>
'7CFACEB	Load_Currents	_Currents	SECT10691	C7.5			<>	<>	<>	<>	<>	<>	<>
'7CFAD0A	Fault_Currents	_Fault Currents	SECT10691	<>	<>	<>	225	105	Wipeout ON	<>	<>	<>	<>
'7CFAD37	Load_Currents	_Currents	SECT16645	B2.2			<>	<>	<>	<>	<>	<>	<>
'7CFAD56	Fault_Currents	_Fault Currents	SECT16645	<>	<>	<>	315	123	Wipeout ON	<>	<>	<>	<>
'7CFAD6F	Load_Currents	_Currents	SECT17055	C5.0			<>	<>	<>	<>	<>	<>	<>
'7CFAD8E	Fault_Currents	_Fault Currents	SECT17055	<>	<>	<>	406	134	Wipeout ON	<>	<>	<>	<>
'7CFADBB	Load_Currents	_Currents	SECT14477	A6.2			<>	<>	<>	<>	<>	<>	<>
'7CFADDA	Fault_Currents	_Fault Currents	SECT14477	<>	<>	<>	918	167	Wipeout ON	<>	<>	<>	<>
'7CFADFD	Load_Currents	_Currents	SECT14707	C3.3			<>	<>	<>	<>	<>	<>	<>
'7CFAE1C	Fault_Currents	_Fault Currents	SECT14707	<>	<>	<>	460	139	Wipeout ON	<>	<>	<>	<>
'7CFAE35	Load_Currents	_Currents	SECT14711	C2.3			<>	<>	<>	<>	<>	<>	<>
'7CFAE54	Fault_Currents	_Fault Currents	SECT14711	<>	<>	<>	457	139	Wipeout ON	<>	<>	<>	<>
'7CFAE80	Load_Currents	_Currents	SECT14936	C4.5			<>	<>	<>	<>	<>	<>	<>
'7CFAE9F	Fault_Currents	_Fault Currents	SECT14936	<>	<>	<>	150	86	Wipeout ON	<>	<>	<>	<>
'7CFAEC8	Load_Currents	_Currents	SECT16061	A4.0			<>	<>	<>	<>	<>	<>	<>
'7CFAEE7	Fault_Currents	_Fault Currents	SECT16061	<>	<>	<>	146	85	Wipeout ON	<>	<>	<>	<>
'7CFAF09	Load_Currents	_Currents	SECT15905	B2.4			<>	<>	<>	<>	<>	<>	<>
'7CFAF28	Fault_Currents	_Fault Currents	SECT15905	<>	<>	<>	165	91	Wipeout ON	<>	<>	<>	<>
'7D10F45	Load_Currents	_Currents	SECT09675	B3.7			<>	<>	<>	<>	<>	<>	<>
'7D10F64	Fault_Currents	_Fault Currents	SECT09675	<>	<>	<>	235	108	Wipeout ON	<>	<>	<>	<>
'7D10F7D	Load_Currents	_Currents	SECT11262	B3.1			<>	<>	<>	<>	<>	<>	<>
'7D10F9C	Fault_Currents	_Fault Currents	SECT11262	<>	<>	<>	154	87	Wipeout ON	<>	<>	<>	<>
'7D11008	Load_Currents	_Currents	SECT13007	C1.5			<>	<>	<>	<>	<>	<>	<>
'7D11027	Fault_Currents	_Fault Currents	SECT13007	<>	<>	<>	356	132	Wipeout ON	<>	<>	<>	<>
'7D11082	Load_Currents	_Currents	SECT06399	B0.8			<>	<>	<>	<>	<>	<>	<>
'7D110A1	Fault_Currents	_Fault Currents	SECT06399	<>	<>	<>	219	106	Wipeout ON	<>	<>	<>	<>
'7D110BA	Load_Currents	_Currents	SECT04632	A9.9			<>	<>	<>	<>	<>	<>	<>
'7D110D9	Fault_Currents	_Fault Currents	SECT04632	<>	<>	<>	232	107	Wipeout ON	<>	<>	<>	<>
'7D11122	Load_Currents	_Currents	SECT29576	B0.9			<>	<>	<>	<>	<>	<>	<>
'7D11141	Fault_Currents	_Fault Currents	SECT29576	<>	<>	<>	372	133	Wipeout ON	<>	<>	<>	<>
'7D11163	Load_Currents	_Currents	SECT28483	B2.7			<>	<>	<>	<>	<>	<>	<>
'7D11187	Fault_Currents	_Fault Currents	SECT28483	<>	<>	<>	278	116	Wipeout ON	<>	<>	<>	<>
'7D111B6	Load_Currents	_Currents	SECT27450	C-0.1			<>	<>	<>	<>	<>	<>	<>
'7D111DA	Fault_Currents	_Fault Currents	SECT27450	<>	<>	<>	407	134	Wipeout ON	<>	<>	<>	<>
'7D301DF	Load_Currents	_Currents	SECT29989	A3.3			<>	<>	<>	<>	<>	<>	<>
'7D30203	Fault_Currents	_Fault Currents	SECT29989	<>	<>	<>	696	152	Wipeout ON	<>	<>	<>	<>
'7D30229	Load_Currents	_Currents	SECT28949	C1.7			<>	<>	<>	<>	<>	<>	<>
'7D3024D	Fault_Currents	_Fault Currents	SECT28949	<>	<>	<>	532	147	Wipeout ON	<>	<>	<>	<>
'7D30274	Load_Currents	_Currents	SECT29017	C13.4			<>	<>	<>	<>	<>	<>	<>
'7D30298	Fault_Currents	_Fault Currents	SECT29017	<>	<>	<>	526	146	Wipeout ON	<>	<>	<>	<>
'7D302C4	Load_Currents	_Currents	SECT31761	A9.8			<>	<>	<>	<>	<>	<>	<>
'7D302E8	Fault_Currents	_Fault Currents	SECT31761	<>	<>	<>	304	123	Wipeout ON	<>	<>	<>	<>
'7D30305	Load_Currents	_Currents	SECT29505	C3.5			<>	<>	<>	<>	<>	<>	<>
'7D30329	Fault_Currents	_Fault Currents	SECT29505	<>	<>	<>	491	143	Wipeout ON	<>	<>	<>	<>
'7D30371	Load_Currents	_Currents	SECT39445	B5.7			<>	<>	<>	<>	<>	<>	<>
'7D30390	Fault_Currents	_Fault Currents	SECT39445	<>	<>	<>	130	79	Wipeout ON	<>	<>	<>	<>
'7D303A9	Load_Currents	_Currents	SECT37380	C2.5			<>	<>	<>	<>	<>	<>	<>
'7D303C8	Fault_Currents	_Fault Currents	SECT37380	<>	<>	<>	647	148	Wipeout ON	<>	<>	<>	<>
'7D303E1	Load_Currents	_Currents	SECT37597	B6.2			<>	<>	<>	<>	<>	<>	<>
'7D30400	Fault_Currents	_Fault Currents	SECT37597	<>	<>	<>	866	161	Wipeout ON	<>	<>	<>	<>
'7D30419	Load_Currents	_Currents	SECT37603	B2.2			<>	<>	<>	<>	<>	<>	<>
'7D30438	Fault_Currents	_Fault Currents	SECT37603	<>	<>	<>	792	158	Wipeout ON	<>	<>	<>	<>
'7D30451	Load_Currents	_Currents	SECT38004	A6.6			<>	<>	<>	<>	<>	<>	<>
'7D30470	Fault_Currents	_Fault Currents	SECT38004	<>	<>	<>	506	142	Wipeout ON	<>	<>	<>	<>
'7D30489	Load_Currents	_Currents	SECT35214	C3.4			<>	<>	<>	<>	<>	<>	<>
'7D304A8	Fault_Currents	_Fault Currents	SECT35214	<>	<>	<>	1007	163	Wipeout ON	<>	<>	<>	<>
'7D30540	Load_Currents	_Currents	SECT17760	A5.2			<>	<>	<>	<>	<>	<>	<>
'7D3055F	Fault_Currents	_Fault Currents	SECT17760	<>	<>	<>	246	109	Wipeout ON	<>	<>	<>	<>
'7D50262	Load_Currents	_Currents	SECT17511	C2.0			<>	<>	<>	<>	<>	<>	<>
'7D50281	Fault_Currents	_Fault Currents	SECT17511	<>	<>	<>	398	131	Wipeout ON	<>	<>	<>	<>
'7D502A4	Load_Currents	_Currents	SECT22640	A1.0			<>	<>	<>	<>	<>	<>	<>
'7D502C3	Fault_Currents	_Fault Currents	SECT22640	<>	<>	<>	360	136	Wipeout ON	<>	<>	<>	<>
'7D502E6	Load_Currents	_Currents	SECT21893	A8.4			<>	<>	<>	<>	<>	<>	<>
'7D50305	Fault_Currents	_Fault Currents	SECT21893	<>	<>	<>	200	103	Wipeout ON	<>	<>	<>	<>
