HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'719FF3D	Load_Currents	_Currents	R16038	A14.5			<>	<>	<>	<>	<>	<>	<>
'719FF57	Fault_Currents	_Fault Currents	R16038	<>	<>	<>	292	124	Wipeout ON	<>	<>	<>	<>
'719FF80	Load_Currents	_Currents	R158	A27.4	B16.3	C13.4	<>	<>	<>	<>	<>	<>	<>
'719FF9A	Fault_Currents	_Fault Currents	R158	<>	<>	<>	500	140	Wipeout ON	<>	<>	<>	<>
'719FFB9	Load_Currents	_Currents	R155	A26.1	B12.0		<>	<>	<>	<>	<>	<>	<>
'719FFD3	Fault_Currents	_Fault Currents	R155	<>	<>	<>	448	140	Wipeout ON	<>	<>	<>	<>
'71A0016	Load_Currents	_Currents	R18455	C7.6			<>	<>	<>	<>	<>	<>	<>
'71A0030	Fault_Currents	_Fault Currents	R18455	<>	<>	<>	590	160	Wipeout ON	<>	<>	<>	<>
'71A004F	Load_Currents	_Currents	R154	A65.8	B34.3	C19.7	<>	<>	<>	<>	<>	<>	<>
'71A0069	Fault_Currents	_Fault Currents	R154	<>	<>	<>	727	159	Wipeout ON	<>	<>	<>	<>
'71A0087	Load_Currents	_Currents	R18859	B2.4	C4.5		<>	<>	<>	<>	<>	<>	<>
'71A00A1	Fault_Currents	_Fault Currents	R18859	<>	<>	<>	197	91	Wipeout ON	<>	<>	<>	<>
'71A00C0	Load_Currents	_Currents	R18858	C3.2			<>	<>	<>	<>	<>	<>	<>
'71A00DA	Fault_Currents	_Fault Currents	R18858	<>	<>	<>	266	118	Wipeout ON	<>	<>	<>	<>
'71A0118	Voltage_Box	_Voltages	RG22202	<>	<>	<>	<>	<>	Wipeout On	106.6	30.9	-	15.4
'71A0141	Load_Currents	_Currents	R1494	A21.6			<>	<>	<>	<>	<>	<>	<>
'71A015B	Fault_Currents	_Fault Currents	R1494	<>	<>	<>	270	119	Wipeout ON	<>	<>	<>	<>
'71A017A	Load_Currents	_Currents	R14835	A9.1	B10.6	C8.1	<>	<>	<>	<>	<>	<>	<>
'71A0194	Fault_Currents	_Fault Currents	R14835	<>	<>	<>	408	125	Wipeout ON	<>	<>	<>	<>
'71A01B3	Load_Currents	_Currents	R135	C5.4			<>	<>	<>	<>	<>	<>	<>
'71A01CD	Fault_Currents	_Fault Currents	R135	<>	<>	<>	524	142	Wipeout ON	<>	<>	<>	<>
'71A01E2	Load_Currents	_Currents	R6336	A20.4	B27.4	C11.1	<>	<>	<>	<>	<>	<>	<>
'71A01FC	Fault_Currents	_Fault Currents	R6336	<>	<>	<>	370	120	Wipeout ON	<>	<>	<>	<>
'71A0225	Load_Currents	_Currents	R137	A11.7			<>	<>	<>	<>	<>	<>	<>
'71A023F	Fault_Currents	_Fault Currents	R137	<>	<>	<>	275	115	Wipeout ON	<>	<>	<>	<>
'71A025E	Load_Currents	_Currents	R15235	C5.3			<>	<>	<>	<>	<>	<>	<>
'71A0278	Fault_Currents	_Fault Currents	R15235	<>	<>	<>	600	147	Wipeout ON	<>	<>	<>	<>
'71A028D	Load_Currents	_Currents	R693	B16.7			<>	<>	<>	<>	<>	<>	<>
'71A02A7	Fault_Currents	_Fault Currents	R693	<>	<>	<>	313	123	Wipeout ON	<>	<>	<>	<>
'71A02BC	Load_Currents	_Currents	R132	A10.2	B12.5	C10.1	<>	<>	<>	<>	<>	<>	<>
'71A02D6	Fault_Currents	_Fault Currents	R132	<>	<>	<>	935	158	Wipeout ON	<>	<>	<>	<>
'71A02F5	Load_Currents	_Currents	R15234	A31.5	B31.1	C34.4	<>	<>	<>	<>	<>	<>	<>
'71A030F	Fault_Currents	_Fault Currents	R15234	<>	<>	<>	924	157	Wipeout ON	<>	<>	<>	<>
'71A0338	Load_Currents	_Currents	R5525	B15.3			<>	<>	<>	<>	<>	<>	<>
'71A0352	Fault_Currents	_Fault Currents	R5525	<>	<>	<>	977	163	Wipeout ON	<>	<>	<>	<>
'71A0371	Voltage_Box	_Voltages	PC136033	<>	<>	<>	<>	<>	Wipeout On	113.1	12.9	7.8	10.0
'71A03A4	Load_Currents	_Currents	R138	B10.2			<>	<>	<>	<>	<>	<>	<>
'71A03BE	Fault_Currents	_Fault Currents	R138	<>	<>	<>	208	104	Wipeout ON	<>	<>	<>	<>
'71A03DD	Load_Currents	_Currents	R139	C6.4			<>	<>	<>	<>	<>	<>	<>
'71A03F7	Fault_Currents	_Fault Currents	R139	<>	<>	<>	302	122	Wipeout ON	<>	<>	<>	<>
'71A040C	Load_Currents	_Currents	R140	A2.2	B5.9	C0.8	<>	<>	<>	<>	<>	<>	<>
'71A0426	Fault_Currents	_Fault Currents	R140	<>	<>	<>	485	136	Wipeout ON	<>	<>	<>	<>
'71A0488	Load_Currents	_Currents	R16437	A23.0			<>	<>	<>	<>	<>	<>	<>
'71A04A2	Fault_Currents	_Fault Currents	R16437	<>	<>	<>	961	162	Wipeout ON	<>	<>	<>	<>
'71A04C1	Load_Currents	_Currents	R143	A5.2			<>	<>	<>	<>	<>	<>	<>
'71A04DB	Fault_Currents	_Fault Currents	R143	<>	<>	<>	834	162	Wipeout ON	<>	<>	<>	<>
'71A04FA	Load_Currents	_Currents	R142	B18.0			<>	<>	<>	<>	<>	<>	<>
'71A0514	Fault_Currents	_Fault Currents	R142	<>	<>	<>	874	164	Wipeout ON	<>	<>	<>	<>
'71AA0A7	Voltage_Box	_Voltages	RG20060	<>	<>	<>	<>	<>	Wipeout On	109.2	16.8	6.9	5.9
'71AA0D1	Load_Currents	_Currents	R16440	A18.0	B11.0	C15.8	<>	<>	<>	<>	<>	<>	<>
'71AA0EB	Fault_Currents	_Fault Currents	R16440	<>	<>	<>	508	135	Wipeout ON	<>	<>	<>	<>
'71AA114	Load_Currents	_Currents	R293	A11.2	B22.5	C4.6	<>	<>	<>	<>	<>	<>	<>
'71AA12E	Fault_Currents	_Fault Currents	R293	<>	<>	<>	513	135	Wipeout ON	<>	<>	<>	<>
'71AA143	Load_Currents	_Currents	R144	B6.7			<>	<>	<>	<>	<>	<>	<>
'71AA15D	Fault_Currents	_Fault Currents	R144	<>	<>	<>	1239	172	Wipeout ON	<>	<>	<>	<>
'71AA186	Load_Currents	_Currents	R16439	A28.7	B42.7	C21.0	<>	<>	<>	<>	<>	<>	<>
'71AA1A0	Fault_Currents	_Fault Currents	R16439	<>	<>	<>	1371	172	Wipeout ON	<>	<>	<>	<>
'71AA1BF	Load_Currents	_Currents	R1093	A229.6	B167.2	C141.5	<>	<>	<>	<>	<>	<>	<>
'71AA1D9	Fault_Currents	_Fault Currents	R1093	<>	<>	<>	1366	172	Wipeout ON	<>	<>	<>	<>
'71AA1F8	Load_Currents	_Currents	R15237	B4.7			<>	<>	<>	<>	<>	<>	<>
'71AA212	Fault_Currents	_Fault Currents	R15237	<>	<>	<>	861	168	Wipeout ON	<>	<>	<>	<>
'71AA230	Load_Currents	_Currents	R1493	B11.4			<>	<>	<>	<>	<>	<>	<>
'71AA24A	Fault_Currents	_Fault Currents	R1493	<>	<>	<>	692	165	Wipeout ON	<>	<>	<>	<>
'71AA269	Voltage_Box	_Voltages	PC125224	<>	<>	<>	<>	<>	Wipeout On	88.3	37.7	7.6	6.8
'71AA294	Load_Currents	_Currents	R11609	A23.6			<>	<>	<>	<>	<>	<>	<>
'71AA2CD	Fault_Currents	_Fault Currents	R11609	<>	<>	<>	539	152	Wipeout ON	<>	<>	<>	<>
'71AA338	Load_Currents	_Currents	R19260	B1.8			<>	<>	<>	<>	<>	<>	<>
'71AA352	Fault_Currents	_Fault Currents	R19260	<>	<>	<>	322	128	Wipeout ON	<>	<>	<>	<>
'71AA371	Load_Currents	_Currents	R19661	A17.4	B17.4	C16.7	<>	<>	<>	<>	<>	<>	<>
'71AA38B	Fault_Currents	_Fault Currents	R19661	<>	<>	<>	469	133	Wipeout ON	<>	<>	<>	<>
'71AA3AA	Load_Currents	_Currents	R10404	C3.3			<>	<>	<>	<>	<>	<>	<>
'71AA3C4	Fault_Currents	_Fault Currents	R10404	<>	<>	<>	431	137	Wipeout ON	<>	<>	<>	<>
'71AA3ED	Voltage_Box	_Voltages	PC3266	<>	<>	<>	<>	<>	Wipeout On	122.0	4.0	4.0	6.9
'71AA41F	Load_Currents	_Currents	R4302	A10.7			<>	<>	<>	<>	<>	<>	<>
'71AA439	Fault_Currents	_Fault Currents	R4302	<>	<>	<>	590	148	Wipeout ON	<>	<>	<>	<>
'71AA458	Load_Currents	_Currents	R274	A30.5	B27.2	C26.8	<>	<>	<>	<>	<>	<>	<>
'71AA472	Fault_Currents	_Fault Currents	R274	<>	<>	<>	829	153	Wipeout ON	<>	<>	<>	<>
'71AA491	Load_Currents	_Currents	R3903	A5.1	B24.8	C12.4	<>	<>	<>	<>	<>	<>	<>
'71AA4AB	Fault_Currents	_Fault Currents	R3903	<>	<>	<>	1360	168	Wipeout ON	<>	<>	<>	<>
'71AA4CA	Load_Currents	_Currents	R10403	B12.9			<>	<>	<>	<>	<>	<>	<>
'71AA4E4	Fault_Currents	_Fault Currents	R10403	<>	<>	<>	1458	172	Wipeout ON	<>	<>	<>	<>
'71AA503	Load_Currents	_Currents	R69	B20.5			<>	<>	<>	<>	<>	<>	<>
'71AA51D	Fault_Currents	_Fault Currents	R69	<>	<>	<>	549	147	Wipeout ON	<>	<>	<>	<>
'71AA53C	Load_Currents	_Currents	R11606	A7.8			<>	<>	<>	<>	<>	<>	<>
'71AA556	Fault_Currents	_Fault Currents	R11606	<>	<>	<>	560	147	Wipeout ON	<>	<>	<>	<>
'71AA56B	Load_Currents	_Currents	R11204	C8.9			<>	<>	<>	<>	<>	<>	<>
'71AA585	Fault_Currents	_Fault Currents	R11204	<>	<>	<>	772	156	Wipeout ON	<>	<>	<>	<>
'71AA5DD	Load_Currents	_Currents	R11607	C4.7			<>	<>	<>	<>	<>	<>	<>
'71AA5F7	Fault_Currents	_Fault Currents	R11607	<>	<>	<>	420	137	Wipeout ON	<>	<>	<>	<>
'71AA616	Load_Currents	_Currents	R126	A8.4			<>	<>	<>	<>	<>	<>	<>
'71AA630	Fault_Currents	_Fault Currents	R126	<>	<>	<>	541	147	Wipeout ON	<>	<>	<>	<>
'71AA645	Load_Currents	_Currents	R272	A24.0			<>	<>	<>	<>	<>	<>	<>
'71AA65F	Fault_Currents	_Fault Currents	R272	<>	<>	<>	1033	164	Wipeout ON	<>	<>	<>	<>
'71AA68E	Load_Currents	_Currents	R116	B5.0			<>	<>	<>	<>	<>	<>	<>
'71AA6A8	Fault_Currents	_Fault Currents	R116	<>	<>	<>	708	158	Wipeout ON	<>	<>	<>	<>
'71AA6C7	Load_Currents	_Currents	R117	C15.5			<>	<>	<>	<>	<>	<>	<>
'71AA6E1	Fault_Currents	_Fault Currents	R117	<>	<>	<>	644	155	Wipeout ON	<>	<>	<>	<>
'71B1638	Load_Currents	_Currents	R164	A3.3	B7.8		<>	<>	<>	<>	<>	<>	<>
'71B1652	Fault_Currents	_Fault Currents	R164	<>	<>	<>	1839	175	Wipeout ON	<>	<>	<>	<>
'71B1667	Load_Currents	_Currents	R288	A54.6	B29.3	C24.2	<>	<>	<>	<>	<>	<>	<>
'71B1681	Fault_Currents	_Fault Currents	R288	<>	<>	<>	1804	174	Wipeout ON	<>	<>	<>	<>
'71B16B4	Load_Currents	_Currents	R7574	C8.7			<>	<>	<>	<>	<>	<>	<>
'71B16CE	Fault_Currents	_Fault Currents	R7574	<>	<>	<>	252	114	Wipeout ON	<>	<>	<>	<>
'71B16E3	Load_Currents	_Currents	R7575	A4.3	B18.7		<>	<>	<>	<>	<>	<>	<>
'71B16FD	Fault_Currents	_Fault Currents	R7575	<>	<>	<>	298	114	Wipeout ON	<>	<>	<>	<>
'71B1726	Load_Currents	_Currents	R4308	A17.5			<>	<>	<>	<>	<>	<>	<>
'71B1740	Fault_Currents	_Fault Currents	R4308	<>	<>	<>	317	126	Wipeout ON	<>	<>	<>	<>
'71B175F	Load_Currents	_Currents	R7573	A4.3	B3.0	C12.4	<>	<>	<>	<>	<>	<>	<>
'71B1779	Fault_Currents	_Fault Currents	R7573	<>	<>	<>	553	144	Wipeout ON	<>	<>	<>	<>
'71B1798	Load_Currents	_Currents	R4307	A20.4	B18.0	C14.7	<>	<>	<>	<>	<>	<>	<>
'71B17B2	Fault_Currents	_Fault Currents	R4307	<>	<>	<>	554	144	Wipeout ON	<>	<>	<>	<>
'71B17D1	Load_Currents	_Currents	R289	A19.6			<>	<>	<>	<>	<>	<>	<>
'71B17EB	Fault_Currents	_Fault Currents	R289	<>	<>	<>	530	151	Wipeout ON	<>	<>	<>	<>
'71B180A	Load_Currents	_Currents	R5517	B3.9			<>	<>	<>	<>	<>	<>	<>
'71B1824	Fault_Currents	_Fault Currents	R5517	<>	<>	<>	152	86	Wipeout ON	<>	<>	<>	<>
'71B1843	Load_Currents	_Currents	R255	A7.1			<>	<>	<>	<>	<>	<>	<>
'71B185D	Fault_Currents	_Fault Currents	R255	<>	<>	<>	185	95	Wipeout ON	<>	<>	<>	<>
'71B187C	Load_Currents	_Currents	R256	B6.0			<>	<>	<>	<>	<>	<>	<>
'71B1896	Fault_Currents	_Fault Currents	R256	<>	<>	<>	220	105	Wipeout ON	<>	<>	<>	<>
'71B18B4	Load_Currents	_Currents	R5514	A8.0	B14.6		<>	<>	<>	<>	<>	<>	<>
'71B18CE	Fault_Currents	_Fault Currents	R5514	<>	<>	<>	291	110	Wipeout ON	<>	<>	<>	<>
'71BB39B	Load_Currents	_Currents	R9583	A3.6	B-0.5	C1.4	<>	<>	<>	<>	<>	<>	<>
'71BB3B5	Fault_Currents	_Fault Currents	R9583	<>	<>	<>	298	110	Wipeout ON	<>	<>	<>	<>
'71BB3D4	Load_Currents	_Currents	R5512	C22.6			<>	<>	<>	<>	<>	<>	<>
'71BB3EE	Fault_Currents	_Fault Currents	R5512	<>	<>	<>	329	123	Wipeout ON	<>	<>	<>	<>
'71BB41E	Voltage_Box	_Voltages	PC172114	<>	<>	<>	<>	<>	Wipeout On	119.3	12.8	11.0	7.9
'71BB446	Voltage_Box	_Voltages	RG10354	<>	<>	<>	<>	<>	Wipeout On	113.3	12.7	-	7.8
'71BB46F	Load_Currents	_Currents	R18040	A19.5			<>	<>	<>	<>	<>	<>	<>
'71BB489	Fault_Currents	_Fault Currents	R18040	<>	<>	<>	285	117	Wipeout ON	<>	<>	<>	<>
'71BB4A8	Load_Currents	_Currents	R5107	A7.1			<>	<>	<>	<>	<>	<>	<>
'71BB4C2	Fault_Currents	_Fault Currents	R5107	<>	<>	<>	235	107	Wipeout ON	<>	<>	<>	<>
'71BB4E1	Load_Currents	_Currents	R9176	B26.4			<>	<>	<>	<>	<>	<>	<>
'71BB4FB	Fault_Currents	_Fault Currents	R9176	<>	<>	<>	283	122	Wipeout ON	<>	<>	<>	<>
'71BB51A	Load_Currents	_Currents	R227	A22.3			<>	<>	<>	<>	<>	<>	<>
'71BB534	Fault_Currents	_Fault Currents	R227	<>	<>	<>	289	122	Wipeout ON	<>	<>	<>	<>
'71BB553	Load_Currents	_Currents	R18451	C2.6			<>	<>	<>	<>	<>	<>	<>
'71BB56D	Fault_Currents	_Fault Currents	R18451	<>	<>	<>	334	129	Wipeout ON	<>	<>	<>	<>
'71BB58C	Load_Currents	_Currents	R9177	A6.8	B13.5		<>	<>	<>	<>	<>	<>	<>
'71BB5A6	Fault_Currents	_Fault Currents	R9177	<>	<>	<>	447	134	Wipeout ON	<>	<>	<>	<>
'71BB5C5	Load_Currents	_Currents	R5510	B11.7			<>	<>	<>	<>	<>	<>	<>
'71BB5DF	Fault_Currents	_Fault Currents	R5510	<>	<>	<>	371	134	Wipeout ON	<>	<>	<>	<>
'71BB5F4	Load_Currents	_Currents	R216	B5.4			<>	<>	<>	<>	<>	<>	<>
'71BB60E	Fault_Currents	_Fault Currents	R216	<>	<>	<>	262	113	Wipeout ON	<>	<>	<>	<>
'71BB623	Load_Currents	_Currents	R217	A12.4			<>	<>	<>	<>	<>	<>	<>
'71BB63D	Fault_Currents	_Fault Currents	R217	<>	<>	<>	261	113	Wipeout ON	<>	<>	<>	<>
'71C5110	Load_Currents	_Currents	R5109	C6.4			<>	<>	<>	<>	<>	<>	<>
'71C512A	Fault_Currents	_Fault Currents	R5109	<>	<>	<>	786	160	Wipeout ON	<>	<>	<>	<>
'71C5149	Load_Currents	_Currents	R8775	A15.9			<>	<>	<>	<>	<>	<>	<>
'71C5163	Fault_Currents	_Fault Currents	R8775	<>	<>	<>	784	161	Wipeout ON	<>	<>	<>	<>
'71C5178	Voltage_Box	_Voltages	PC133090	<>	<>	<>	<>	<>	Wipeout On	121.1	4.9	4.3	4.3
'71C51AB	Voltage_Box	_Voltages	RG04298	<>	<>	<>	<>	<>	Wipeout On	120.2	5.8	5.4	6.1
'71C51D4	Load_Currents	_Currents	R8375	A61.1	B73.4	C34.8	<>	<>	<>	<>	<>	<>	<>
'71C51EE	Fault_Currents	_Fault Currents	R8375	<>	<>	<>	1304	168	Wipeout ON	<>	<>	<>	<>
'71C520D	Load_Currents	_Currents	R6360	C6.4			<>	<>	<>	<>	<>	<>	<>
'71C5227	Fault_Currents	_Fault Currents	R6360	<>	<>	<>	1590	172	Wipeout ON	<>	<>	<>	<>
'71C5246	Load_Currents	_Currents	R7977	C21.1			<>	<>	<>	<>	<>	<>	<>
'71C5260	Fault_Currents	_Fault Currents	R7977	<>	<>	<>	808	157	Wipeout ON	<>	<>	<>	<>
'71C5289	Load_Currents	_Currents	R215	A21.6	B14.4	C1.5	<>	<>	<>	<>	<>	<>	<>
'71C52A3	Fault_Currents	_Fault Currents	R215	<>	<>	<>	1054	161	Wipeout ON	<>	<>	<>	<>
'71C52C1	Load_Currents	_Currents	R5108	A28.0	B19.4	C27.8	<>	<>	<>	<>	<>	<>	<>
'71C52DB	Fault_Currents	_Fault Currents	R5108	<>	<>	<>	1295	167	Wipeout ON	<>	<>	<>	<>
'71C5300	Load_Currents	_Currents	R7974	C4.6			<>	<>	<>	<>	<>	<>	<>
'71C531A	Fault_Currents	_Fault Currents	R7974	<>	<>	<>	365	128	Wipeout ON	<>	<>	<>	<>
'71C5339	Load_Currents	_Currents	R4707	B4.7			<>	<>	<>	<>	<>	<>	<>
'71C5353	Fault_Currents	_Fault Currents	R4707	<>	<>	<>	455	138	Wipeout ON	<>	<>	<>	<>
'71C5372	Voltage_Box	_Voltages	PC133117	<>	<>	<>	<>	<>	Wipeout On	112.4	13.6	9.9	7.1
'71C5391	Load_Currents	_Currents	R6362	A19.7	B17.0	C29.4	<>	<>	<>	<>	<>	<>	<>
'71C53AB	Fault_Currents	_Fault Currents	R6362	<>	<>	<>	724	149	Wipeout ON	<>	<>	<>	<>
'71C53D4	Load_Currents	_Currents	R280	A7.4	B9.3		<>	<>	<>	<>	<>	<>	<>
'71C53EE	Fault_Currents	_Fault Currents	R280	<>	<>	<>	984	158	Wipeout ON	<>	<>	<>	<>
'71C540D	Load_Currents	_Currents	R247	A12.1			<>	<>	<>	<>	<>	<>	<>
'71C5427	Fault_Currents	_Fault Currents	R247	<>	<>	<>	1113	164	Wipeout ON	<>	<>	<>	<>
'71C5446	Load_Currents	_Currents	R6355	A32.1	B9.4	C31.8	<>	<>	<>	<>	<>	<>	<>
'71C5460	Fault_Currents	_Fault Currents	R6355	<>	<>	<>	1537	173	Wipeout ON	<>	<>	<>	<>
'71C547F	Load_Currents	_Currents	R236	C3.4			<>	<>	<>	<>	<>	<>	<>
'71C5499	Fault_Currents	_Fault Currents	R236	<>	<>	<>	996	166	Wipeout ON	<>	<>	<>	<>
'71C54B8	Load_Currents	_Currents	R237	A2.9			<>	<>	<>	<>	<>	<>	<>
'71C54D2	Fault_Currents	_Fault Currents	R237	<>	<>	<>	775	161	Wipeout ON	<>	<>	<>	<>
'71C54F1	Load_Currents	_Currents	R6358	A9.2	B8.7	C5.2	<>	<>	<>	<>	<>	<>	<>
'71C550B	Fault_Currents	_Fault Currents	R6358	<>	<>	<>	918	161	Wipeout ON	<>	<>	<>	<>
'71C5530	Load_Currents	_Currents	R6354	C31.2			<>	<>	<>	<>	<>	<>	<>
'71C554A	Fault_Currents	_Fault Currents	R6354	<>	<>	<>	509	143	Wipeout ON	<>	<>	<>	<>
'71C5569	Load_Currents	_Currents	R6361	A13.2	B5.8		<>	<>	<>	<>	<>	<>	<>
'71C5583	Fault_Currents	_Fault Currents	R6361	<>	<>	<>	471	134	Wipeout ON	<>	<>	<>	<>
'71C55A2	Load_Currents	_Currents	R5519	C16.4			<>	<>	<>	<>	<>	<>	<>
'71C55BC	Fault_Currents	_Fault Currents	R5519	<>	<>	<>	325	123	Wipeout ON	<>	<>	<>	<>
'71C55DB	Load_Currents	_Currents	R5520	C8.4			<>	<>	<>	<>	<>	<>	<>
'71C55F5	Fault_Currents	_Fault Currents	R5520	<>	<>	<>	317	122	Wipeout ON	<>	<>	<>	<>
'71C563D	Load_Currents	_Currents	R6357	A9.4	B28.4	C0.6	<>	<>	<>	<>	<>	<>	<>
'71C5657	Fault_Currents	_Fault Currents	R6357	<>	<>	<>	686	151	Wipeout ON	<>	<>	<>	<>
'71C5676	Load_Currents	_Currents	R8780	C14.8			<>	<>	<>	<>	<>	<>	<>
'71C5690	Fault_Currents	_Fault Currents	R8780	<>	<>	<>	581	153	Wipeout ON	<>	<>	<>	<>
'71C56AF	Load_Currents	_Currents	R6356	A25.7	B33.3	C9.1	<>	<>	<>	<>	<>	<>	<>
'71C56C9	Fault_Currents	_Fault Currents	R6356	<>	<>	<>	695	152	Wipeout ON	<>	<>	<>	<>
'71C56F2	Load_Currents	_Currents	R9576	C4.8			<>	<>	<>	<>	<>	<>	<>
'71C570C	Fault_Currents	_Fault Currents	R9576	<>	<>	<>	310	125	Wipeout ON	<>	<>	<>	<>
'71C572B	Load_Currents	_Currents	R290	C7.4			<>	<>	<>	<>	<>	<>	<>
'71C5745	Fault_Currents	_Fault Currents	R290	<>	<>	<>	931	168	Wipeout ON	<>	<>	<>	<>
'71C5764	Load_Currents	_Currents	R291	C5.5			<>	<>	<>	<>	<>	<>	<>
'71C577E	Fault_Currents	_Fault Currents	R291	<>	<>	<>	743	160	Wipeout ON	<>	<>	<>	<>
'71C579D	Load_Currents	_Currents	R5927	B3.0			<>	<>	<>	<>	<>	<>	<>
'71C57B7	Fault_Currents	_Fault Currents	R5927	<>	<>	<>	522	147	Wipeout ON	<>	<>	<>	<>
'71C57D6	Load_Currents	_Currents	R5928	B5.6			<>	<>	<>	<>	<>	<>	<>
'71C57F0	Fault_Currents	_Fault Currents	R5928	<>	<>	<>	414	136	Wipeout ON	<>	<>	<>	<>
'71C580F	Load_Currents	_Currents	R9579	B6.7			<>	<>	<>	<>	<>	<>	<>
'71C5829	Fault_Currents	_Fault Currents	R9579	<>	<>	<>	878	167	Wipeout ON	<>	<>	<>	<>
'71C5852	Load_Currents	_Currents	R267	C9.8			<>	<>	<>	<>	<>	<>	<>
'71C586C	Fault_Currents	_Fault Currents	R267	<>	<>	<>	767	160	Wipeout ON	<>	<>	<>	<>
'71C588B	Load_Currents	_Currents	R292	B4.3			<>	<>	<>	<>	<>	<>	<>
'71C58A5	Fault_Currents	_Fault Currents	R292	<>	<>	<>	824	164	Wipeout ON	<>	<>	<>	<>
'71D6279	Load_Currents	_Currents	R108	A7.8	B13.0		<>	<>	<>	<>	<>	<>	<>
'71D6293	Fault_Currents	_Fault Currents	R108	<>	<>	<>	210	95	Wipeout ON	<>	<>	<>	<>
'71D62B3	Load_Currents	_Currents	R7569	C7.7			<>	<>	<>	<>	<>	<>	<>
'71D62CD	Fault_Currents	_Fault Currents	R7569	<>	<>	<>	180	95	Wipeout ON	<>	<>	<>	<>
'71D62FB	Load_Currents	_Currents	R6334	A9.9	B15.2	C9.4	<>	<>	<>	<>	<>	<>	<>
'71D6315	Voltage_Box	_Voltages	PC104078	<>	<>	<>	<>	<>	Wipeout On	120.9	5.1	5.1	6.7
'71D6334	Fault_Currents	_Fault Currents	R6334	<>	<>	<>	380	125	Wipeout ON	<>	<>	<>	<>
'71D635D	Load_Currents	_Currents	R109	B6.9			<>	<>	<>	<>	<>	<>	<>
'71D6377	Fault_Currents	_Fault Currents	R109	<>	<>	<>	137	82	Wipeout ON	<>	<>	<>	<>
'71D638C	Voltage_Box	_Voltages	PC33034	<>	<>	<>	<>	<>	Wipeout On	119.3	7.5	7.5	19.5
'71D63AB	Fault_Currents	_Fault Currents	PC33034	<>	<>	<>	150	87	Wipeout ON	<>	<>	<>	<>
'71D63C0	Voltage_Box	_Voltages	PC21452	<>	<>	<>	<>	<>	Wipeout On	123.7	3.9	3.9	15.2
'71D63DF	Fault_Currents	_Fault Currents	PC21452	<>	<>	<>	211	104	Wipeout ON	<>	<>	<>	<>
'71D63F4	Voltage_Box	_Voltages	PC33658	<>	<>	<>	<>	<>	Wipeout On	123.6	7.2	7.2	15.5
'71D6413	Fault_Currents	_Fault Currents	PC33658	<>	<>	<>	251	103	Wipeout ON	<>	<>	<>	<>
'71D6428	Voltage_Box	_Voltages	PC31829	<>	<>	<>	<>	<>	Wipeout On	123.8	8.3	8.3	12.2
'71D6447	Fault_Currents	_Fault Currents	PC31829	<>	<>	<>	258	114	Wipeout ON	<>	<>	<>	<>
'71D645C	Voltage_Box	_Voltages	PC31222	<>	<>	<>	<>	<>	Wipeout On	123.9	2.1	2.1	9.1
'71D647B	Fault_Currents	_Fault Currents	PC31222	<>	<>	<>	229	107	Wipeout ON	<>	<>	<>	<>
'71D6490	Voltage_Box	_Voltages	PC95971	<>	<>	<>	<>	<>	Wipeout On	124.8	1.2	1.2	10.0
'71D64AF	Fault_Currents	_Fault Currents	PC95971	<>	<>	<>	213	103	Wipeout ON	<>	<>	<>	<>
'71D64C4	Voltage_Box	_Voltages	PC49845	<>	<>	<>	<>	<>	Wipeout On	125.0	1.0	1.0	5.7
'71D64E3	Fault_Currents	_Fault Currents	PC49845	<>	<>	<>	341	126	Wipeout ON	<>	<>	<>	<>
'71D64F8	Voltage_Box	_Voltages	PC53119	<>	<>	<>	<>	<>	Wipeout On	120.1	10.9	10.9	19.8
'71D6517	Fault_Currents	_Fault Currents	PC53119	<>	<>	<>	114	73	Wipeout ON	<>	<>	<>	<>
'71D652C	Voltage_Box	_Voltages	PC20916	<>	<>	<>	<>	<>	Wipeout On	121.5	9.9	12.4	18.3
'71D654B	Fault_Currents	_Fault Currents	PC20916	<>	<>	<>	119	74	Wipeout ON	<>	<>	<>	<>
'71D6560	Voltage_Box	_Voltages	PC22789	<>	<>	<>	<>	<>	Wipeout On	121.8	11.0	14.0	22.5
'71D657F	Fault_Currents	_Fault Currents	PC22789	<>	<>	<>	104	68	Wipeout ON	<>	<>	<>	<>
'71D6594	Voltage_Box	_Voltages	PC31936	<>	<>	<>	<>	<>	Wipeout On	121.5	9.9	12.5	20.1
'71D65B3	Fault_Currents	_Fault Currents	PC31936	<>	<>	<>	114	72	Wipeout ON	<>	<>	<>	<>
'71D65C8	Voltage_Box	_Voltages	PC969	<>	<>	<>	<>	<>	Wipeout On	113.9	16.6	15.1	20.5
'71D65E7	Fault_Currents	_Fault Currents	PC969	<>	<>	<>	148	118	Wipeout ON	<>	<>	<>	<>
'71D65FC	Voltage_Box	_Voltages	PC20356	<>	<>	<>	<>	<>	Wipeout On	125.0	2.9	3.8	15.2
'71D661B	Fault_Currents	_Fault Currents	PC20356	<>	<>	<>	223	108	Wipeout ON	<>	<>	<>	<>
'71D6630	Voltage_Box	_Voltages	PC20294	<>	<>	<>	<>	<>	Wipeout On	117.4	13.5	12.6	17.7
