HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'7F97A05	Fault_Currents	_Fault Currents	PC95899	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'7F97A2B	Fault_Currents	_Fault Currents	PC49041	<>	<>	<>	-0	25	Wipeout ON	<>	<>	<>	<>
'7F97A44	Fault_Currents	_Fault Currents	PC43883	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7F97A5D	Fault_Currents	_Fault Currents	PC19592	<>	<>	<>	-0	14	Wipeout ON	<>	<>	<>	<>
'7F97A76	Fault_Currents	_Fault Currents	PC42938	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'7F97A8F	Fault_Currents	_Fault Currents	PC5335	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'7F97AA8	Fault_Currents	_Fault Currents	PC43561	<>	<>	<>	-0	12	Wipeout ON	<>	<>	<>	<>
'7F97AC1	Fault_Currents	_Fault Currents	PC19436	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7F97ADA	Fault_Currents	_Fault Currents	PC44760	<>	<>	<>	-0	8	Wipeout ON	<>	<>	<>	<>
'7F97AF3	Fault_Currents	_Fault Currents	PC17764	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7F97B11	Fault_Currents	_Fault Currents	PC14302	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'7F97B2A	Fault_Currents	_Fault Currents	PC14520	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'7F97BD8	Fault_Currents	_Fault Currents	PC14546	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'7F97BF1	Fault_Currents	_Fault Currents	PC4675	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7F97C76	Fault_Currents	_Fault Currents	PC45303	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7F97CFB	Fault_Currents	_Fault Currents	PC19569	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7F97D14	Fault_Currents	_Fault Currents	PC18044	<>	<>	<>	-0	7	Wipeout ON	<>	<>	<>	<>
'7F97D2D	Fault_Currents	_Fault Currents	PC35740	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'7F97D46	Fault_Currents	_Fault Currents	PC129867	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'7F97D5F	Fault_Currents	_Fault Currents	PC47114	<>	<>	<>	-0	14	Wipeout ON	<>	<>	<>	<>
'7F97D78	Fault_Currents	_Fault Currents	PC5453	<>	<>	<>	0	17	Wipeout ON	<>	<>	<>	<>
'7F97D91	Fault_Currents	_Fault Currents	PC94597	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'7F97DAA	Fault_Currents	_Fault Currents	PC5446	<>	<>	<>	0	17	Wipeout ON	<>	<>	<>	<>
'7F97DC3	Fault_Currents	_Fault Currents	PC6011	<>	<>	<>	0	22	Wipeout ON	<>	<>	<>	<>
'7F97DDC	Fault_Currents	_Fault Currents	PC5968	<>	<>	<>	0	21	Wipeout ON	<>	<>	<>	<>
'7F97E19	Fault_Currents	_Fault Currents	PC6035	<>	<>	<>	-0	21	Wipeout ON	<>	<>	<>	<>
'7F97E58	Fault_Currents	_Fault Currents	PC6951	<>	<>	<>	-0	12	Wipeout ON	<>	<>	<>	<>
'7F97E9A	Fault_Currents	_Fault Currents	PC73572	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'7F97EB3	Fault_Currents	_Fault Currents	PC74569	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7F97ECC	Fault_Currents	_Fault Currents	PC22691	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'7F97EE5	Fault_Currents	_Fault Currents	PC78045	<>	<>	<>	0	19	Wipeout ON	<>	<>	<>	<>
'7F97EFE	Fault_Currents	_Fault Currents	PC78000	<>	<>	<>	0	20	Wipeout ON	<>	<>	<>	<>
'7F97F44	Fault_Currents	_Fault Currents	PC74835	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'7F97F86	Fault_Currents	_Fault Currents	PC73488	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'7F97FE7	Fault_Currents	_Fault Currents	PC74731	<>	<>	<>	4	7	Wipeout ON	<>	<>	<>	<>
'7F98024	Fault_Currents	_Fault Currents	PC68860	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'7FBC8B4	Fault_Currents	_Fault Currents	PC79687	<>	<>	<>	2	8	Wipeout ON	<>	<>	<>	<>
'7FBC8F2	Fault_Currents	_Fault Currents	PC69305	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7FBC90B	Fault_Currents	_Fault Currents	PC68271	<>	<>	<>	-0	12	Wipeout ON	<>	<>	<>	<>
'7FBC924	Fault_Currents	_Fault Currents	PC6495	<>	<>	<>	0	18	Wipeout ON	<>	<>	<>	<>
'7FBC93D	Fault_Currents	_Fault Currents	PC70219	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'7FBC956	Fault_Currents	_Fault Currents	PC68176	<>	<>	<>	-0	12	Wipeout ON	<>	<>	<>	<>
'7FBC96F	Fault_Currents	_Fault Currents	PC100771	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7FBC9D0	Fault_Currents	_Fault Currents	PC66778	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'7FBC9E9	Fault_Currents	_Fault Currents	PC61543	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'7FBCA26	Fault_Currents	_Fault Currents	PC174550	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'7FBCA3F	Fault_Currents	_Fault Currents	PC15012	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7FBCA58	Fault_Currents	_Fault Currents	PC63262	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'7FBCA71	Fault_Currents	_Fault Currents	PC75484	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'7FBCAAE	Fault_Currents	_Fault Currents	PC63097	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7FBCAC7	Fault_Currents	_Fault Currents	PC63146	<>	<>	<>	-0	18	Wipeout ON	<>	<>	<>	<>
'7FBCAE0	Fault_Currents	_Fault Currents	PC75679	<>	<>	<>	-0	14	Wipeout ON	<>	<>	<>	<>
'7FBCB82	Fault_Currents	_Fault Currents	PC8560	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'7FBCB9F	Fault_Currents	_Fault Currents	PC86294	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'7FBCC01	Fault_Currents	_Fault Currents	PC61814	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'7FFBFAA	Fault_Currents	_Fault Currents	PC8446	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'7FFBFE7	Fault_Currents	_Fault Currents	PC61166	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'7FFC000	Fault_Currents	_Fault Currents	PC61145	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'8020DD6	Fault_Currents	_Fault Currents	PC57412	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'8020DEF	Fault_Currents	_Fault Currents	PC59810	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'8020E32	Fault_Currents	_Fault Currents	PC110244	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'8020E4B	Fault_Currents	_Fault Currents	PC8678	<>	<>	<>	-0	12	Wipeout ON	<>	<>	<>	<>
'8020E64	Fault_Currents	_Fault Currents	PC56037	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'8020EE1	Fault_Currents	_Fault Currents	PC89128	<>	<>	<>	-0	4	Wipeout ON	<>	<>	<>	<>
'8020F1E	Fault_Currents	_Fault Currents	PC59497	<>	<>	<>	-0	13	Wipeout ON	<>	<>	<>	<>
'8020F37	Fault_Currents	_Fault Currents	PC87851	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'8020F50	Fault_Currents	_Fault Currents	PC8312	<>	<>	<>	0	24	Wipeout ON	<>	<>	<>	<>
'8020FB1	Fault_Currents	_Fault Currents	PC87903	<>	<>	<>	-0	24	Wipeout ON	<>	<>	<>	<>
'8020FCA	Fault_Currents	_Fault Currents	PC60215	<>	<>	<>	-0	21	Wipeout ON	<>	<>	<>	<>
'8020FE3	Fault_Currents	_Fault Currents	PC60004	<>	<>	<>	0	18	Wipeout ON	<>	<>	<>	<>
'8021002	Fault_Currents	_Fault Currents	PC58257	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'802101B	Fault_Currents	_Fault Currents	PC104088	<>	<>	<>	0	14	Wipeout ON	<>	<>	<>	<>
'803BB61	Fault_Currents	_Fault Currents	PC7935	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'803BB88	Fault_Currents	_Fault Currents	PC4834	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'803BBE0	Fault_Currents	_Fault Currents	PC82941	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'803BC6F	Fault_Currents	_Fault Currents	PC16290	<>	<>	<>	-0	13	Wipeout ON	<>	<>	<>	<>
'803BC88	Fault_Currents	_Fault Currents	PC82211	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'803BCA1	Fault_Currents	_Fault Currents	PC85896	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'803BCF9	Fault_Currents	_Fault Currents	PC99070	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'803BD12	Fault_Currents	_Fault Currents	PC84622	<>	<>	<>	0	14	Wipeout ON	<>	<>	<>	<>
'803BD4F	Fault_Currents	_Fault Currents	PC83579	<>	<>	<>	-0	7	Wipeout ON	<>	<>	<>	<>
'803BD8C	Fault_Currents	_Fault Currents	PC87520	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'803BDA5	Fault_Currents	_Fault Currents	PC15674	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'803BDBE	Fault_Currents	_Fault Currents	PC81372	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'8064376	Fault_Currents	_Fault Currents	PC10845	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'8064393	Fault_Currents	_Fault Currents	PC156766	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'80643F3	Fault_Currents	_Fault Currents	PC16494	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'806440C	Fault_Currents	_Fault Currents	PC39686	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'8064491	Fault_Currents	_Fault Currents	PC40500	<>	<>	<>	1	10	Wipeout ON	<>	<>	<>	<>
'80644AA	Fault_Currents	_Fault Currents	PC10900	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'80644E7	Fault_Currents	_Fault Currents	PC16765	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'8064500	Fault_Currents	_Fault Currents	PC16604	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'8064519	Fault_Currents	_Fault Currents	PC39001	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'8064665	Fault_Currents	_Fault Currents	PC12235	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'8064682	Fault_Currents	_Fault Currents	PC12276	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'806469B	Fault_Currents	_Fault Currents	PC82516	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'80646B4	Fault_Currents	_Fault Currents	PC4047	<>	<>	<>	-0	10	Wipeout ON	<>	<>	<>	<>
'80646D1	Fault_Currents	_Fault Currents	PC70558	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'8064737	Fault_Currents	_Fault Currents	PC82550	<>	<>	<>	1	5	Wipeout ON	<>	<>	<>	<>
'8064750	Fault_Currents	_Fault Currents	PC53834	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'806478D	Fault_Currents	_Fault Currents	PC14496	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'80647CA	Fault_Currents	_Fault Currents	PC66117	<>	<>	<>	-0	5	Wipeout ON	<>	<>	<>	<>
'80647E3	Fault_Currents	_Fault Currents	PC95847	<>	<>	<>	-0	8	Wipeout ON	<>	<>	<>	<>
'8064820	Fault_Currents	_Fault Currents	PC28425	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'8064839	Fault_Currents	_Fault Currents	PC77060	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'8064852	Fault_Currents	_Fault Currents	PC11941	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'80F57F4	Fault_Currents	_Fault Currents	PC12847	<>	<>	<>	-0	16	Wipeout ON	<>	<>	<>	<>
'8195E97	Voltage_Box	_Voltages	PC29129	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	176.0	117.9
'8206BCA	Voltage_Box	_Voltages	PC1679	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	172.0	121.0
'8206BF5	Fault_Currents	_Fault Currents	PC1679	<>	<>	<>	0	14	Wipeout ON	<>	<>	<>	<>
