HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	MAX	MIN	{DYNPARAM} Visibility1	VOLTS	DROP	DIFF	DIST
'719FF3D	Load_Currents	_Currents	R16038	A55.5	B14.7	C14.5	<>	<>	<>	<>	<>	<>	<>
'719FF57	Fault_Currents	_Fault Currents	R16038	<>	<>	<>	10	14	Wipeout ON	<>	<>	<>	<>
'719FF80	Load_Currents	_Currents	R158	A53.1	B12.5	C27.4	<>	<>	<>	<>	<>	<>	<>
'719FF9A	Fault_Currents	_Fault Currents	R158	<>	<>	<>	3	12	Wipeout ON	<>	<>	<>	<>
'719FFB9	Load_Currents	_Currents	R155	A53.2	B12.5	C26.1	<>	<>	<>	<>	<>	<>	<>
'719FFD3	Fault_Currents	_Fault Currents	R155	<>	<>	<>	18	12	Wipeout ON	<>	<>	<>	<>
'71A0016	Load_Currents	_Currents	R18455	A22.5	B8.9		<>	<>	<>	<>	<>	<>	<>
'71A0030	Fault_Currents	_Fault Currents	R18455	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'71A004F	Load_Currents	_Currents	R154	A47.3	B9.0	C65.8	<>	<>	<>	<>	<>	<>	<>
'71A0069	Fault_Currents	_Fault Currents	R154	<>	<>	<>	31	9	Wipeout ON	<>	<>	<>	<>
'71A0087	Load_Currents	_Currents	R18859	A33.1	B21.3		<>	<>	<>	<>	<>	<>	<>
'71A00A1	Fault_Currents	_Fault Currents	R18859	<>	<>	<>	0	21	Wipeout ON	<>	<>	<>	<>
'71A00C0	Load_Currents	_Currents	R18858	A24.9	B15.6		<>	<>	<>	<>	<>	<>	<>
'71A00DA	Fault_Currents	_Fault Currents	R18858	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'71A0118	Voltage_Box	_Voltages	RG22202	<>	<>	<>	<>	<>	Wipeout On	  |	BARING	251.0	106.6
'71A0141	Load_Currents	_Currents	R1494	A56.7	B15.4	C21.6	<>	<>	<>	<>	<>	<>	<>
'71A015B	Fault_Currents	_Fault Currents	R1494	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'71A017A	Load_Currents	_Currents	R14835	A6.1	B7.1	C9.1	<>	<>	<>	<>	<>	<>	<>
'71A0194	Fault_Currents	_Fault Currents	R14835	<>	<>	<>	9	7	Wipeout ON	<>	<>	<>	<>
'71A01B3	Load_Currents	_Currents	R135	A5.2	B4.8		<>	<>	<>	<>	<>	<>	<>
'71A01CD	Fault_Currents	_Fault Currents	R135	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71A01E2	Load_Currents	_Currents	R6336	A10.2	B7.8	C20.4	<>	<>	<>	<>	<>	<>	<>
'71A01FC	Fault_Currents	_Fault Currents	R6336	<>	<>	<>	14	7	Wipeout ON	<>	<>	<>	<>
'71A0225	Load_Currents	_Currents	R137	A10.7	B8.8	C11.7	<>	<>	<>	<>	<>	<>	<>
'71A023F	Fault_Currents	_Fault Currents	R137	<>	<>	<>	10	8	Wipeout ON	<>	<>	<>	<>
'71A025E	Load_Currents	_Currents	R15235	A3.9	B4.2		<>	<>	<>	<>	<>	<>	<>
'71A0278	Fault_Currents	_Fault Currents	R15235	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71A028D	Load_Currents	_Currents	R693	A17.0	B9.4		<>	<>	<>	<>	<>	<>	<>
'71A02A7	Fault_Currents	_Fault Currents	R693	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'71A02BC	Load_Currents	_Currents	R132	A4.0	B3.1	C10.2	<>	<>	<>	<>	<>	<>	<>
'71A02D6	Fault_Currents	_Fault Currents	R132	<>	<>	<>	10	3	Wipeout ON	<>	<>	<>	<>
'71A02F5	Load_Currents	_Currents	R15234	A4.1	B3.2	C31.5	<>	<>	<>	<>	<>	<>	<>
'71A030F	Fault_Currents	_Fault Currents	R15234	<>	<>	<>	25	3	Wipeout ON	<>	<>	<>	<>
'71A0338	Load_Currents	_Currents	R5525	A3.1	B2.2		<>	<>	<>	<>	<>	<>	<>
'71A0352	Fault_Currents	_Fault Currents	R5525	<>	<>	<>	0	2	Wipeout ON	<>	<>	<>	<>
'71A0371	Voltage_Box	_Voltages	PC136033	<>	<>	<>	<>	<>	Wipeout On	  |	BARING	286.0	113.1
'71A03A4	Load_Currents	_Currents	R138	A15.5	B12.7		<>	<>	<>	<>	<>	<>	<>
'71A03BE	Fault_Currents	_Fault Currents	R138	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'71A03DD	Load_Currents	_Currents	R139	A10.2	B16.0		<>	<>	<>	<>	<>	<>	<>
'71A03F7	Fault_Currents	_Fault Currents	R139	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'71A040C	Load_Currents	_Currents	R140	A17.2	B17.9	C2.2	<>	<>	<>	<>	<>	<>	<>
'71A0426	Fault_Currents	_Fault Currents	R140	<>	<>	<>	2	9	Wipeout ON	<>	<>	<>	<>
'71A0488	Load_Currents	_Currents	R16437	A2.5	B4.1	C23.0	<>	<>	<>	<>	<>	<>	<>
'71A04A2	Fault_Currents	_Fault Currents	R16437	<>	<>	<>	26	4	Wipeout ON	<>	<>	<>	<>
'71A04C1	Load_Currents	_Currents	R143	A2.4	B4.0	C5.2	<>	<>	<>	<>	<>	<>	<>
'71A04DB	Fault_Currents	_Fault Currents	R143	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71A04FA	Load_Currents	_Currents	R142	A0.6	B3.4		<>	<>	<>	<>	<>	<>	<>
'71A0514	Fault_Currents	_Fault Currents	R142	<>	<>	<>	0	3	Wipeout ON	<>	<>	<>	<>
'71AA0A7	Voltage_Box	_Voltages	RG20060	<>	<>	<>	<>	<>	Wipeout On	  |	BARING	495.0	109.2
'71AA0D1	Load_Currents	_Currents	R16440	A17.2	B6.3	C18.0	<>	<>	<>	<>	<>	<>	<>
'71AA0EB	Fault_Currents	_Fault Currents	R16440	<>	<>	<>	16	6	Wipeout ON	<>	<>	<>	<>
'71AA114	Load_Currents	_Currents	R293	A17.2	B6.2	C11.2	<>	<>	<>	<>	<>	<>	<>
'71AA12E	Fault_Currents	_Fault Currents	R293	<>	<>	<>	10	6	Wipeout ON	<>	<>	<>	<>
'71AA143	Load_Currents	_Currents	R144	A7.3	B2.2		<>	<>	<>	<>	<>	<>	<>
'71AA15D	Fault_Currents	_Fault Currents	R144	<>	<>	<>	0	2	Wipeout ON	<>	<>	<>	<>
'71AA186	Load_Currents	_Currents	R16439	A12.0	B2.4	C28.7	<>	<>	<>	<>	<>	<>	<>
'71AA1A0	Fault_Currents	_Fault Currents	R16439	<>	<>	<>	26	2	Wipeout ON	<>	<>	<>	<>
'71AA1BF	Load_Currents	_Currents	R1093	A12.3	B2.5	C229.6	<>	<>	<>	<>	<>	<>	<>
'71AA1D9	Fault_Currents	_Fault Currents	R1093	<>	<>	<>	136	2	Wipeout ON	<>	<>	<>	<>
'71AA1F8	Load_Currents	_Currents	R15237	A14.8	B4.5		<>	<>	<>	<>	<>	<>	<>
'71AA212	Fault_Currents	_Fault Currents	R15237	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71AA230	Load_Currents	_Currents	R1493	A20.9	B6.3		<>	<>	<>	<>	<>	<>	<>
'71AA24A	Fault_Currents	_Fault Currents	R1493	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'71AA269	Voltage_Box	_Voltages	PC125224	<>	<>	<>	<>	<>	Wipeout On	  |	BARING	593.0	88.3
'71AA294	Load_Currents	_Currents	R11609	A3.0	B6.9	C23.6	<>	<>	<>	<>	<>	<>	<>
'71AA2CD	Fault_Currents	_Fault Currents	R11609	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'71AA338	Load_Currents	_Currents	R19260	A4.9	B11.2		<>	<>	<>	<>	<>	<>	<>
'71AA352	Fault_Currents	_Fault Currents	R19260	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'71AA371	Load_Currents	_Currents	R19661	A4.8	B9.1	C17.4	<>	<>	<>	<>	<>	<>	<>
'71AA38B	Fault_Currents	_Fault Currents	R19661	<>	<>	<>	17	9	Wipeout ON	<>	<>	<>	<>
'71AA3AA	Load_Currents	_Currents	R10404	A4.1	B7.4		<>	<>	<>	<>	<>	<>	<>
'71AA3C4	Fault_Currents	_Fault Currents	R10404	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'71AA3ED	Voltage_Box	_Voltages	PC3266	<>	<>	<>	<>	<>	Wipeout On	  |	CANTON	559.0	122.0
'71AA41F	Load_Currents	_Currents	R4302	A3.2	B5.0	C10.7	<>	<>	<>	<>	<>	<>	<>
'71AA439	Fault_Currents	_Fault Currents	R4302	<>	<>	<>	10	5	Wipeout ON	<>	<>	<>	<>
'71AA458	Load_Currents	_Currents	R274	A2.8	B4.1	C30.5	<>	<>	<>	<>	<>	<>	<>
'71AA472	Fault_Currents	_Fault Currents	R274	<>	<>	<>	30	4	Wipeout ON	<>	<>	<>	<>
'71AA491	Load_Currents	_Currents	R3903	A1.7	B2.1	C5.1	<>	<>	<>	<>	<>	<>	<>
'71AA4AB	Fault_Currents	_Fault Currents	R3903	<>	<>	<>	5	2	Wipeout ON	<>	<>	<>	<>
'71AA4CA	Load_Currents	_Currents	R10403	A1.2	B1.6		<>	<>	<>	<>	<>	<>	<>
'71AA4E4	Fault_Currents	_Fault Currents	R10403	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71AA503	Load_Currents	_Currents	R69	A3.3	B5.5		<>	<>	<>	<>	<>	<>	<>
'71AA51D	Fault_Currents	_Fault Currents	R69	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'71AA53C	Load_Currents	_Currents	R11606	A1.0	B5.4	C7.8	<>	<>	<>	<>	<>	<>	<>
'71AA556	Fault_Currents	_Fault Currents	R11606	<>	<>	<>	7	5	Wipeout ON	<>	<>	<>	<>
'71AA56B	Load_Currents	_Currents	R11204	A1.6	B3.5		<>	<>	<>	<>	<>	<>	<>
'71AA585	Fault_Currents	_Fault Currents	R11204	<>	<>	<>	0	3	Wipeout ON	<>	<>	<>	<>
'71AA5DD	Load_Currents	_Currents	R11607	A1.4	B8.3		<>	<>	<>	<>	<>	<>	<>
'71AA5F7	Fault_Currents	_Fault Currents	R11607	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'71AA616	Load_Currents	_Currents	R126	A1.2	B6.2	C8.4	<>	<>	<>	<>	<>	<>	<>
'71AA630	Fault_Currents	_Fault Currents	R126	<>	<>	<>	8	6	Wipeout ON	<>	<>	<>	<>
'71AA645	Load_Currents	_Currents	R272	A1.5	B2.5	C24.0	<>	<>	<>	<>	<>	<>	<>
'71AA65F	Fault_Currents	_Fault Currents	R272	<>	<>	<>	24	2	Wipeout ON	<>	<>	<>	<>
'71AA68E	Load_Currents	_Currents	R116	A-0.1	B5.0		<>	<>	<>	<>	<>	<>	<>
'71AA6A8	Fault_Currents	_Fault Currents	R116	<>	<>	<>	15	5	Wipeout ON	<>	<>	<>	<>
'71AA6C7	Load_Currents	_Currents	R117	A1.9	B5.8		<>	<>	<>	<>	<>	<>	<>
'71AA6E1	Fault_Currents	_Fault Currents	R117	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'71B1638	Load_Currents	_Currents	R164	A0.3	B0.3	C3.3	<>	<>	<>	<>	<>	<>	<>
'71B1652	Fault_Currents	_Fault Currents	R164	<>	<>	<>	3	0	Wipeout ON	<>	<>	<>	<>
'71B1667	Load_Currents	_Currents	R288	A0.4	B0.3	C54.6	<>	<>	<>	<>	<>	<>	<>
'71B1681	Fault_Currents	_Fault Currents	R288	<>	<>	<>	54	0	Wipeout ON	<>	<>	<>	<>
'71B16B4	Load_Currents	_Currents	R7574	A3.0	B13.3		<>	<>	<>	<>	<>	<>	<>
'71B16CE	Fault_Currents	_Fault Currents	R7574	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'71B16E3	Load_Currents	_Currents	R7575	A8.7	B13.3	C4.3	<>	<>	<>	<>	<>	<>	<>
'71B16FD	Fault_Currents	_Fault Currents	R7575	<>	<>	<>	4	13	Wipeout ON	<>	<>	<>	<>
'71B1726	Load_Currents	_Currents	R4308	A8.9	B11.3	C17.5	<>	<>	<>	<>	<>	<>	<>
'71B1740	Fault_Currents	_Fault Currents	R4308	<>	<>	<>	17	11	Wipeout ON	<>	<>	<>	<>
'71B175F	Load_Currents	_Currents	R7573	A6.7	B9.0	C4.3	<>	<>	<>	<>	<>	<>	<>
'71B1779	Fault_Currents	_Fault Currents	R7573	<>	<>	<>	4	9	Wipeout ON	<>	<>	<>	<>
'71B1798	Load_Currents	_Currents	R4307	A6.7	B9.0	C20.4	<>	<>	<>	<>	<>	<>	<>
'71B17B2	Fault_Currents	_Fault Currents	R4307	<>	<>	<>	20	9	Wipeout ON	<>	<>	<>	<>
'71B17D1	Load_Currents	_Currents	R289	A6.1	B7.2	C19.6	<>	<>	<>	<>	<>	<>	<>
'71B17EB	Fault_Currents	_Fault Currents	R289	<>	<>	<>	19	7	Wipeout ON	<>	<>	<>	<>
'71B180A	Load_Currents	_Currents	R5517	A9.5	B15.1		<>	<>	<>	<>	<>	<>	<>
'71B1824	Fault_Currents	_Fault Currents	R5517	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'71B1843	Load_Currents	_Currents	R255	A9.9	B13.1	C7.1	<>	<>	<>	<>	<>	<>	<>
'71B185D	Fault_Currents	_Fault Currents	R255	<>	<>	<>	0	13	Wipeout ON	<>	<>	<>	<>
'71B187C	Load_Currents	_Currents	R256	A7.7	B11.6		<>	<>	<>	<>	<>	<>	<>
'71B1896	Fault_Currents	_Fault Currents	R256	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'71B18B4	Load_Currents	_Currents	R5514	A8.5	B10.4	C8.0	<>	<>	<>	<>	<>	<>	<>
'71B18CE	Fault_Currents	_Fault Currents	R5514	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'71BB39B	Load_Currents	_Currents	R9583	A13.0	B10.4	C3.6	<>	<>	<>	<>	<>	<>	<>
'71BB3B5	Fault_Currents	_Fault Currents	R9583	<>	<>	<>	3	10	Wipeout ON	<>	<>	<>	<>
'71BB3D4	Load_Currents	_Currents	R5512	A13.1	B8.1		<>	<>	<>	<>	<>	<>	<>
'71BB3EE	Fault_Currents	_Fault Currents	R5512	<>	<>	<>	0	8	Wipeout ON	<>	<>	<>	<>
'71BB41E	Voltage_Box	_Voltages	PC172114	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	406.0	119.3
'71BB446	Voltage_Box	_Voltages	RG10354	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	414.0	113.3
'71BB46F	Load_Currents	_Currents	R18040	A8.5	B9.2	C19.5	<>	<>	<>	<>	<>	<>	<>
'71BB489	Fault_Currents	_Fault Currents	R18040	<>	<>	<>	19	9	Wipeout ON	<>	<>	<>	<>
'71BB4A8	Load_Currents	_Currents	R5107	A9.7	B11.0	C7.1	<>	<>	<>	<>	<>	<>	<>
'71BB4C2	Fault_Currents	_Fault Currents	R5107	<>	<>	<>	7	11	Wipeout ON	<>	<>	<>	<>
'71BB4E1	Load_Currents	_Currents	R9176	A11.6	B12.7		<>	<>	<>	<>	<>	<>	<>
'71BB4FB	Fault_Currents	_Fault Currents	R9176	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'71BB51A	Load_Currents	_Currents	R227	A11.5	B12.7	C22.3	<>	<>	<>	<>	<>	<>	<>
'71BB534	Fault_Currents	_Fault Currents	R227	<>	<>	<>	21	12	Wipeout ON	<>	<>	<>	<>
'71BB553	Load_Currents	_Currents	R18451	A2.5	B11.6		<>	<>	<>	<>	<>	<>	<>
'71BB56D	Fault_Currents	_Fault Currents	R18451	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'71BB58C	Load_Currents	_Currents	R9177	A9.2	B9.8	C6.8	<>	<>	<>	<>	<>	<>	<>
'71BB5A6	Fault_Currents	_Fault Currents	R9177	<>	<>	<>	6	9	Wipeout ON	<>	<>	<>	<>
'71BB5C5	Load_Currents	_Currents	R5510	A9.2	B9.8		<>	<>	<>	<>	<>	<>	<>
'71BB5DF	Fault_Currents	_Fault Currents	R5510	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'71BB5F4	Load_Currents	_Currents	R216	A3.9	B10.8		<>	<>	<>	<>	<>	<>	<>
'71BB60E	Fault_Currents	_Fault Currents	R216	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'71BB623	Load_Currents	_Currents	R217	A9.2	B10.9	C12.4	<>	<>	<>	<>	<>	<>	<>
'71BB63D	Fault_Currents	_Fault Currents	R217	<>	<>	<>	12	10	Wipeout ON	<>	<>	<>	<>
'71C5110	Load_Currents	_Currents	R5109	A2.0	B4.8		<>	<>	<>	<>	<>	<>	<>
'71C512A	Fault_Currents	_Fault Currents	R5109	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71C5149	Load_Currents	_Currents	R8775	A5.2	B4.7	C15.9	<>	<>	<>	<>	<>	<>	<>
'71C5163	Fault_Currents	_Fault Currents	R8775	<>	<>	<>	15	4	Wipeout ON	<>	<>	<>	<>
'71C5178	Voltage_Box	_Voltages	PC133090	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	974.0	121.1
'71C51AB	Voltage_Box	_Voltages	RG04298	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	561.0	120.2
'71C51D4	Load_Currents	_Currents	R8375	A3.3	B2.6	C61.1	<>	<>	<>	<>	<>	<>	<>
'71C51EE	Fault_Currents	_Fault Currents	R8375	<>	<>	<>	60	2	Wipeout ON	<>	<>	<>	<>
'71C520D	Load_Currents	_Currents	R6360	A1.0	B1.4		<>	<>	<>	<>	<>	<>	<>
'71C5227	Fault_Currents	_Fault Currents	R6360	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71C5246	Load_Currents	_Currents	R7977	A3.0	B3.5		<>	<>	<>	<>	<>	<>	<>
'71C5260	Fault_Currents	_Fault Currents	R7977	<>	<>	<>	0	3	Wipeout ON	<>	<>	<>	<>
'71C5289	Load_Currents	_Currents	R215	A3.7	B3.2	C21.6	<>	<>	<>	<>	<>	<>	<>
'71C52A3	Fault_Currents	_Fault Currents	R215	<>	<>	<>	21	3	Wipeout ON	<>	<>	<>	<>
'71C52C1	Load_Currents	_Currents	R5108	A3.0	B2.4	C28.0	<>	<>	<>	<>	<>	<>	<>
'71C52DB	Fault_Currents	_Fault Currents	R5108	<>	<>	<>	27	2	Wipeout ON	<>	<>	<>	<>
'71C5300	Load_Currents	_Currents	R7974	A14.0	B7.4		<>	<>	<>	<>	<>	<>	<>
'71C531A	Fault_Currents	_Fault Currents	R7974	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'71C5339	Load_Currents	_Currents	R4707	A3.2	B6.1		<>	<>	<>	<>	<>	<>	<>
'71C5353	Fault_Currents	_Fault Currents	R4707	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'71C5372	Voltage_Box	_Voltages	PC133117	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	458.0	112.4
'71C5391	Load_Currents	_Currents	R6362	A8.6	B4.8	C19.7	<>	<>	<>	<>	<>	<>	<>
'71C53AB	Fault_Currents	_Fault Currents	R6362	<>	<>	<>	11	4	Wipeout ON	<>	<>	<>	<>
'71C53D4	Load_Currents	_Currents	R280	A5.5	B3.1	C7.4	<>	<>	<>	<>	<>	<>	<>
'71C53EE	Fault_Currents	_Fault Currents	R280	<>	<>	<>	7	3	Wipeout ON	<>	<>	<>	<>
'71C540D	Load_Currents	_Currents	R247	A2.6	B2.1	C12.1	<>	<>	<>	<>	<>	<>	<>
'71C5427	Fault_Currents	_Fault Currents	R247	<>	<>	<>	12	2	Wipeout ON	<>	<>	<>	<>
'71C5446	Load_Currents	_Currents	R6355	A1.9	B2.3	C32.1	<>	<>	<>	<>	<>	<>	<>
'71C5460	Fault_Currents	_Fault Currents	R6355	<>	<>	<>	31	2	Wipeout ON	<>	<>	<>	<>
'71C547F	Load_Currents	_Currents	R236	A2.1	B3.8		<>	<>	<>	<>	<>	<>	<>
'71C5499	Fault_Currents	_Fault Currents	R236	<>	<>	<>	0	3	Wipeout ON	<>	<>	<>	<>
'71C54B8	Load_Currents	_Currents	R237	A1.5	B5.2	C2.9	<>	<>	<>	<>	<>	<>	<>
'71C54D2	Fault_Currents	_Fault Currents	R237	<>	<>	<>	2	5	Wipeout ON	<>	<>	<>	<>
'71C54F1	Load_Currents	_Currents	R6358	A2.2	B5.3	C9.2	<>	<>	<>	<>	<>	<>	<>
'71C550B	Fault_Currents	_Fault Currents	R6358	<>	<>	<>	9	5	Wipeout ON	<>	<>	<>	<>
'71C5530	Load_Currents	_Currents	R6354	A9.3	B6.9		<>	<>	<>	<>	<>	<>	<>
'71C554A	Fault_Currents	_Fault Currents	R6354	<>	<>	<>	0	6	Wipeout ON	<>	<>	<>	<>
'71C5569	Load_Currents	_Currents	R6361	A6.0	B8.1	C13.2	<>	<>	<>	<>	<>	<>	<>
'71C5583	Fault_Currents	_Fault Currents	R6361	<>	<>	<>	12	8	Wipeout ON	<>	<>	<>	<>
'71C55A2	Load_Currents	_Currents	R5519	A13.0	B9.6		<>	<>	<>	<>	<>	<>	<>
'71C55BC	Fault_Currents	_Fault Currents	R5519	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'71C55DB	Load_Currents	_Currents	R5520	A13.1	B9.7		<>	<>	<>	<>	<>	<>	<>
'71C55F5	Fault_Currents	_Fault Currents	R5520	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'71C563D	Load_Currents	_Currents	R6357	A7.2	B7.4	C9.4	<>	<>	<>	<>	<>	<>	<>
'71C5657	Fault_Currents	_Fault Currents	R6357	<>	<>	<>	9	7	Wipeout ON	<>	<>	<>	<>
'71C5676	Load_Currents	_Currents	R8780	A2.3	B7.1		<>	<>	<>	<>	<>	<>	<>
'71C5690	Fault_Currents	_Fault Currents	R8780	<>	<>	<>	0	7	Wipeout ON	<>	<>	<>	<>
'71C56AF	Load_Currents	_Currents	R6356	A7.1	B7.4	C25.7	<>	<>	<>	<>	<>	<>	<>
'71C56C9	Fault_Currents	_Fault Currents	R6356	<>	<>	<>	25	7	Wipeout ON	<>	<>	<>	<>
'71C56F2	Load_Currents	_Currents	R9576	A3.7	B11.5		<>	<>	<>	<>	<>	<>	<>
'71C570C	Fault_Currents	_Fault Currents	R9576	<>	<>	<>	0	11	Wipeout ON	<>	<>	<>	<>
'71C572B	Load_Currents	_Currents	R290	A0.2	B1.0		<>	<>	<>	<>	<>	<>	<>
'71C5745	Fault_Currents	_Fault Currents	R290	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71C5764	Load_Currents	_Currents	R291	A0.5	B2.0		<>	<>	<>	<>	<>	<>	<>
'71C577E	Fault_Currents	_Fault Currents	R291	<>	<>	<>	0	2	Wipeout ON	<>	<>	<>	<>
'71C579D	Load_Currents	_Currents	R5927	A2.5	B3.7		<>	<>	<>	<>	<>	<>	<>
'71C57B7	Fault_Currents	_Fault Currents	R5927	<>	<>	<>	0	3	Wipeout ON	<>	<>	<>	<>
'71C57D6	Load_Currents	_Currents	R5928	A3.8	B4.9		<>	<>	<>	<>	<>	<>	<>
'71C57F0	Fault_Currents	_Fault Currents	R5928	<>	<>	<>	0	4	Wipeout ON	<>	<>	<>	<>
'71C580F	Load_Currents	_Currents	R9579	A0.3	B1.3		<>	<>	<>	<>	<>	<>	<>
'71C5829	Fault_Currents	_Fault Currents	R9579	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71C5852	Load_Currents	_Currents	R267	A0.5	B1.7		<>	<>	<>	<>	<>	<>	<>
'71C586C	Fault_Currents	_Fault Currents	R267	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71C588B	Load_Currents	_Currents	R292	A0.4	B1.4		<>	<>	<>	<>	<>	<>	<>
'71C58A5	Fault_Currents	_Fault Currents	R292	<>	<>	<>	0	1	Wipeout ON	<>	<>	<>	<>
'71D6279	Load_Currents	_Currents	R108	A8.6	B12.3	C7.8	<>	<>	<>	<>	<>	<>	<>
'71D6293	Fault_Currents	_Fault Currents	R108	<>	<>	<>	7	12	Wipeout ON	<>	<>	<>	<>
'71D62B3	Load_Currents	_Currents	R7569	A3.8	B12.3		<>	<>	<>	<>	<>	<>	<>
'71D62CD	Fault_Currents	_Fault Currents	R7569	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'71D62FB	Load_Currents	_Currents	R6334	A4.9	B6.5	C9.9	<>	<>	<>	<>	<>	<>	<>
'71D6315	Voltage_Box	_Voltages	PC104078	<>	<>	<>	<>	<>	Wipeout On	  |	WILLIAMSTOWN	370.0	120.9
'71D6334	Fault_Currents	_Fault Currents	R6334	<>	<>	<>	9	6	Wipeout ON	<>	<>	<>	<>
'71D635D	Load_Currents	_Currents	R109	A10.4	B16.4		<>	<>	<>	<>	<>	<>	<>
'71D6377	Fault_Currents	_Fault Currents	R109	<>	<>	<>	0	16	Wipeout ON	<>	<>	<>	<>
'71D638C	Voltage_Box	_Voltages	PC33034	<>	<>	<>	<>	<>	Wipeout On	  |	ARBELA	150.0	119.3
'71D63AB	Fault_Currents	_Fault Currents	PC33034	<>	<>	<>	0	19	Wipeout ON	<>	<>	<>	<>
'71D63C0	Voltage_Box	_Voltages	PC21452	<>	<>	<>	<>	<>	Wipeout On	  |	ARBELA	211.0	123.7
'71D63DF	Fault_Currents	_Fault Currents	PC21452	<>	<>	<>	0	15	Wipeout ON	<>	<>	<>	<>
'71D63F4	Voltage_Box	_Voltages	PC33658	<>	<>	<>	<>	<>	Wipeout On	  |	ARBELA	251.0	123.6
'71D6413	Fault_Currents	_Fault Currents	PC33658	<>	<>	<>	-0	15	Wipeout ON	<>	<>	<>	<>
'71D6428	Voltage_Box	_Voltages	PC31829	<>	<>	<>	<>	<>	Wipeout On	  |	ARBELA	258.0	123.8
'71D6447	Fault_Currents	_Fault Currents	PC31829	<>	<>	<>	0	12	Wipeout ON	<>	<>	<>	<>
'71D645C	Voltage_Box	_Voltages	PC31222	<>	<>	<>	<>	<>	Wipeout On	  |	WILLIAMSTOWN	229.0	123.9
'71D647B	Fault_Currents	_Fault Currents	PC31222	<>	<>	<>	0	9	Wipeout ON	<>	<>	<>	<>
'71D6490	Voltage_Box	_Voltages	PC95971	<>	<>	<>	<>	<>	Wipeout On	  |	WILLIAMSTOWN	213.0	124.8
'71D64AF	Fault_Currents	_Fault Currents	PC95971	<>	<>	<>	0	10	Wipeout ON	<>	<>	<>	<>
'71D64C4	Voltage_Box	_Voltages	PC49845	<>	<>	<>	<>	<>	Wipeout On	  |	WILLIAMSTOWN	341.0	125.0
'71D64E3	Fault_Currents	_Fault Currents	PC49845	<>	<>	<>	0	5	Wipeout ON	<>	<>	<>	<>
'71D64F8	Voltage_Box	_Voltages	PC53119	<>	<>	<>	<>	<>	Wipeout On	  |	WILLIAMSTOWN	114.0	120.1
'71D6517	Fault_Currents	_Fault Currents	PC53119	<>	<>	<>	0	19	Wipeout ON	<>	<>	<>	<>
'71D652C	Voltage_Box	_Voltages	PC20916	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	119.0	121.5
'71D654B	Fault_Currents	_Fault Currents	PC20916	<>	<>	<>	0	18	Wipeout ON	<>	<>	<>	<>
'71D6560	Voltage_Box	_Voltages	PC22789	<>	<>	<>	<>	<>	Wipeout On	  |	KAHOKA	104.0	121.8
