HANDLE	BLOCKNAME	LAYER	DEVICE	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST	{DYNPARAM} Visibility1	MAX	MIN
'710B336	Load_Currents	_Currents	OCR_D32/102.0	B40.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B33C	Load_Currents	_Currents	OCR_D45-1/62.0	C25.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B342	Load_Currents	_Currents	OCR_D34-145/1.0	B3.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B348	Load_Currents	_Currents	OCR_D34-19/1.0	A7.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B34E	Load_Currents	_Currents	OCR_D34-20/1.0	C5.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B354	Load_Currents	_Currents	OCR_D32-7T/2.0	B14.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B35A	Load_Currents	_Currents	OCR_D34-17/18.0	A27.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B360	Load_Currents	_Currents	OCR_D45-4-13/10	B33.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B366	Load_Currents	_Currents	OCR_D45-8/2.5	C11.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B36C	Load_Currents	_Currents	OCR_D45-2/9.0	A4.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B372	Load_Currents	_Currents	OCR_D45-2-2/1.0	C6.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B378	Load_Currents	_Currents	OCR_D63-20/15.0	B13.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B37E	Load_Currents	_Currents	OCR_D63-319/1.0	B20.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B384	Load_Currents	_Currents	OCR_D/520.0	C17.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B38A	Load_Currents	_Currents	OCR_D46/3.0	A13.3	B33.3	C26.5	<>	<>	<>	<>	<>	<>	<>
'710B390	Load_Currents	_Currents	OCR_D/496.5	A14.1	B23.4	C2.3	<>	<>	<>	<>	<>	<>	<>
'710B396	Load_Currents	_Currents	OCR_D454/.5	B7.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B39C	Load_Currents	_Currents	OCR_U10/1.0	A6.1	C5.2	<>	<>	<>	<>	<>	<>	<>	<>
'710B3A2	Load_Currents	_Currents	OCR_D/450.5	A9.6	B24.0	C4.7	<>	<>	<>	<>	<>	<>	<>
'710B3A8	Load_Currents	_Currents	OCR_D44/3.0	B11.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3AE	Load_Currents	_Currents	OCR_D63-14/1.0	A17.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3B4	Load_Currents	_Currents	OCR_D63-11/3.0	A9.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3BA	Load_Currents	_Currents	OCR_F24/14.0	A13.5	B10.4	C11.8	<>	<>	<>	<>	<>	<>	<>
'710B3C0	Load_Currents	_Currents	OCR_F/105.0	C18.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3C6	Load_Currents	_Currents	OCR_D5/39.5	A18.4	B11.9	C21.4	<>	<>	<>	<>	<>	<>	<>
'710B3CC	Load_Currents	_Currents	OCR_D3/38.0	A14.7	B48.9	C34.5	<>	<>	<>	<>	<>	<>	<>
'710B3D2	Load_Currents	_Currents	OCR_D5-7/33.0	A10.8	B19.7	C24.3	<>	<>	<>	<>	<>	<>	<>
'710B3D8	Load_Currents	_Currents	OCR_D5-7-7/1.5	C10.5	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3DE	Load_Currents	_Currents	OCR_D3-15/.5	B29.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3E4	Load_Currents	_Currents	OCR_D5/2.0	A18.4	B14.9	C24.6	<>	<>	<>	<>	<>	<>	<>
'710B3EA	Load_Currents	_Currents	OCR_G3/1.0	B10.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3F0	Load_Currents	_Currents	OCR_G2/0.5	A15.9	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3F6	Load_Currents	_Currents	OCR_G6/1	A26.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B3FC	Load_Currents	_Currents	OCR_E20-2/15.0	A46.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B402	Load_Currents	_Currents	OCR_E20-17/2.0	A18.3	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B408	Load_Currents	_Currents	OCR_E/35.0	A6.9	C5.5	<>	<>	<>	<>	<>	<>	<>	<>
'710B40E	Load_Currents	_Currents	OCR_E5/3.0	A1.8	B55.4	C31.9	<>	<>	<>	<>	<>	<>	<>
'710B414	Load_Currents	_Currents	OCR_E21/16.0	A7.1	B10.3	C1.1	<>	<>	<>	<>	<>	<>	<>
'710B41A	Load_Currents	_Currents	OCR_E21-14/1.0	A15.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B420	Load_Currents	_Currents	OCR_G10/1.0	A17.7	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B426	Load_Currents	_Currents	OCR_G/107.0	A1.8	C12.0	<>	<>	<>	<>	<>	<>	<>	<>
'710B42C	Load_Currents	_Currents	OCR_G13/1.0	B24.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B432	Load_Currents	_Currents	OCR_G15/1.0	C12.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B438	Load_Currents	_Currents	OCR_A40/140	A3.3	B9.8	C3.0	<>	<>	<>	<>	<>	<>	<>
'710B474	Load_Currents	_Currents	OCR_19D/.5	A79.5	B64.0	C75.2	<>	<>	<>	<>	<>	<>	<>
'710B492	Load_Currents	_Currents	OCR_15A/.5	A54.3	B76.9	C32.5	<>	<>	<>	<>	<>	<>	<>
'710B63C	Load_Currents	_Currents	OCR_D63-6/1.0	C8.0	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B642	Load_Currents	_Currents	OCR_D63/128.0	A0.9	B6.6	C6.5	<>	<>	<>	<>	<>	<>	<>
'710B648	Load_Currents	_Currents	OCR_D63-7/2.0	B8.2	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B64E	Load_Currents	_Currents	OCR_D63-196/1.0	C7.4	<>	<>	<>	<>	<>	<>	<>	<>	<>
'710B654	Load_Currents	_Currents	OCR_D63/237.0	A4.8	B20.4	C27.4	<>	<>	<>	<>	<>	<>	<>
'711AA37	Load_Currents	_Currents	OCR_C/184.0	A17.0	B38.9	C17.4	<>	<>	<>	<>	<>	<>	<>
'711AA83	Load_Currents	_Currents	OCR_B27-8-46/1.5	A68.7	B46.0	C8.2	<>	<>	<>	<>	<>	<>	<>
'711AA9D	Fault_Currents	_Fault Currents	OCR_B27-8-46/1.5	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2280	174
'711CFC7	Voltage_Box	_Voltages	span_49664	<>	<>	<>	121.6	3.5	3.5	6.0	Wipeout On	<>	<>
'711CFE6	Fault_Currents	_Fault Currents	span_49664	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1080	163
'711EA24	Load_Currents	_Currents	OCR_C56/29.0	C14.6	<>	<>	<>	<>	<>	<>	<>	<>	<>
'711EA48	Fault_Currents	_Fault Currents	OCR_C56/27.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	501	152
'7120812	Voltage_Box	_Voltages	span_45547	<>	<>	<>	121.1	3.9	3.9	8.6	Wipeout On	<>	<>
'7120831	Fault_Currents	_Fault Currents	span_45547	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	645	147
'7122EF9	Load_Currents	_Currents	OCR_U4/2	A21.4	B23.5	C37.5	<>	<>	<>	<>	<>	<>	<>
'7122F13	Fault_Currents	_Fault Currents	OCR_U4/2	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	1466	168
'7126C4F	Voltage_Box	_Voltages	span_5068	<>	<>	<>	121.7	3.4	3.4	8.6	Wipeout On	<>	<>
'7126C6E	Fault_Currents	_Fault Currents	span_5068	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	377	131
'7126CDD	Voltage_Box	_Voltages	span_53526	<>	<>	<>	120.5	4.6	4.6	5.7	Wipeout On	<>	<>
'7127B06	Fault_Currents	_Fault Currents	OCR_A40-11/2.0	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	469	149
'7140384	Voltage_Box	_Voltages	span_38587	<>	<>	<>	124.8	0.2	0.2	1.1	Wipeout On	<>	<>
'71403BA	Voltage_Box	_Voltages	span_11157	<>	<>	<>	124.8	0.3	0.3	1.0	Wipeout On	<>	<>
'7143AF7	Fault_Currents	_Fault Currents	span_38587	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2537	435
'7143B15	Fault_Currents	_Fault Currents	span_11157	<>	<>	<>	<>	<>	<>	<>	Wipeout ON	2792	176
