HANDLE	BLOCKNAME	LAYER	DEVICE	MAX	MIN	{DYNPARAM} Visibility1	LINE1	LINE2	LINE3	VOLTS	DROP	DIFF	DIST
'958C8E1	Voltage_Box	_Voltages	span_36539	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958C96B	Voltage_Box	_Voltages	span_39656	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958C9F5	Voltage_Box	_Voltages	span_2225	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CA80	Voltage_Box	_Voltages	span_42517	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CB0B	Voltage_Box	_Voltages	span_43463	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CB95	Voltage_Box	_Voltages	span_15252	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CC1F	Voltage_Box	_Voltages	span_15441	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CD08	Voltage_Box	_Voltages	span_15190	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CD94	Voltage_Box	_Voltages	span_16566	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CE1E	Voltage_Box	_Voltages	span_10993	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CEA8	Voltage_Box	_Voltages	span_12144	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CF32	Voltage_Box	_Voltages	span_11270	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958CFBD	Voltage_Box	_Voltages	span_12446	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D047	Voltage_Box	_Voltages	span_12771	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D0D2	Voltage_Box	_Voltages	span_88501	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D21A	Voltage_Box	_Voltages	span_91385	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D2A4	Voltage_Box	_Voltages	span_40809	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D352	Voltage_Box	_Voltages	span_78041	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D3DC	Voltage_Box	_Voltages	span_91435	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D466	Voltage_Box	_Voltages	span_76702	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D4F0	Voltage_Box	_Voltages	span_34834	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D57A	Voltage_Box	_Voltages	span_37839	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D604	Voltage_Box	_Voltages	span_85024	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D695	Voltage_Box	_Voltages	span_80001	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D71F	Voltage_Box	_Voltages	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D7AA	Voltage_Box	_Voltages	span_31125	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D834	Voltage_Box	_Voltages	span_71718	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D8BE	Voltage_Box	_Voltages	span_33944	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D949	Voltage_Box	_Voltages	span_66088	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958D9D3	Voltage_Box	_Voltages	span_65254	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DA5D	Voltage_Box	_Voltages	span_50984	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DAE7	Voltage_Box	_Voltages	span_75682	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DB71	Voltage_Box	_Voltages	span_90772	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DBFB	Voltage_Box	_Voltages	span_49741	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DC85	Voltage_Box	_Voltages	span_49899	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DD0F	Voltage_Box	_Voltages	span_46741	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DD99	Voltage_Box	_Voltages	span_48777	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DE23	Voltage_Box	_Voltages	span_48585	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DEB4	Voltage_Box	_Voltages	span_56030	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958DF3E	Voltage_Box	_Voltages	span_56261	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E052	Voltage_Box	_Voltages	span_53861	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E0DC	Voltage_Box	_Voltages	span_63773	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E166	Voltage_Box	_Voltages	span_59559	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E1F0	Voltage_Box	_Voltages	span_63202	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E27A	Voltage_Box	_Voltages	span_62294	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E304	Voltage_Box	_Voltages	span_43908	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958E38E	Voltage_Box	_Voltages	span_60616	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958E418	Voltage_Box	_Voltages	span_28505	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958E4A2	Voltage_Box	_Voltages	span_60669	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958E52C	Voltage_Box	_Voltages	span_27334	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958E5B6	Voltage_Box	_Voltages	span_29508	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958E640	Voltage_Box	_Voltages	span_26998	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EA3A	Voltage_Box	_Voltages	span_17520	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'958EAC4	Voltage_Box	_Voltages	span_19432	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EB4E	Voltage_Box	_Voltages	span_19235	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EC63	Voltage_Box	_Voltages	span_18998	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958ECED	Voltage_Box	_Voltages	span_19186	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958ED78	Voltage_Box	_Voltages	span_19794	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EE02	Voltage_Box	_Voltages	span_20785	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EE8C	Voltage_Box	_Voltages	span_21272	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EF16	Voltage_Box	_Voltages	span_21397	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958EFA0	Voltage_Box	_Voltages	span_64665	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958F02A	Voltage_Box	_Voltages	span_20413	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'958FE3F	Load_Currents	_Currents	14-5	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'958FE79	Load_Currents	_Currents	14-3	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'958FEB3	Load_Currents	_Currents	14-2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'958FEED	Load_Currents	_Currents	14-1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'958FFF9	Voltage_Box	_Voltages	span_70210	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590083	Voltage_Box	_Voltages	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'959010D	Voltage_Box	_Voltages	span_26488	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'9590197	Voltage_Box	_Voltages	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590221	Voltage_Box	_Voltages	span_67805	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'959030B	Voltage_Box	_Voltages	span_33951	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95903A2	Voltage_Box	_Voltages	span_79795	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95904B6	Voltage_Box	_Voltages	span_86336	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590535	Voltage_Box	_Voltages	span_78283	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95905B3	Voltage_Box	_Voltages	span_85141	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590631	Voltage_Box	_Voltages	span_80993	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95907C0	Voltage_Box	_Voltages	span_9559	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'959084A	Voltage_Box	_Voltages	span_8393	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95908D4	Voltage_Box	_Voltages	span_86684	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590A79	Voltage_Box	_Voltages	span_5774	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590BB6	Voltage_Box	_Voltages	span_6551	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590C40	Voltage_Box	_Voltages	span_15288	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590CCA	Voltage_Box	_Voltages	span_72841	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590D54	Voltage_Box	_Voltages	span_72682	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590DDE	Voltage_Box	_Voltages	span_50916	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590E68	Voltage_Box	_Voltages	span_51941	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590EF2	Voltage_Box	_Voltages	span_47048	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9590F7C	Voltage_Box	_Voltages	span_47728	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9591006	Voltage_Box	_Voltages	span_55670	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9591097	Voltage_Box	_Voltages	span_46239	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9591121	Voltage_Box	_Voltages	span_45525	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95911AB	Voltage_Box	_Voltages	span_61412	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'959132F	Voltage_Box	_Voltages	span_63347	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95913B9	Voltage_Box	_Voltages	span_63886	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9591443	Voltage_Box	_Voltages	span_59698	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95914CD	Voltage_Box	_Voltages	span_25428	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'9591557	Voltage_Box	_Voltages	span_25629	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'95915E1	Voltage_Box	_Voltages	span_20838	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'959166C	Voltage_Box	_Voltages	span_18736	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'95916BB	Load_Currents	_Currents	span_79256	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'95916FF	Load_Currents	_Currents	span_78180	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9591778	Voltage_Box	_Voltages	span_78504	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95917F6	Voltage_Box	_Voltages	span_79657	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9591874	Voltage_Box	_Voltages	span_80161	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'95918F2	Voltage_Box	_Voltages	span_80274	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1BA2	Voltage_Box	_Voltages	span_41493	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1C22	Voltage_Box	_Voltages	span_15862	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1CA7	Voltage_Box	_Voltages	span_13838	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1D17	Voltage_Box	_Voltages	span_11603	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1E29	Voltage_Box	_Voltages	span_82540	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C1F5D	Voltage_Box	_Voltages	span_84134	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C20A2	Voltage_Box	_Voltages	span_66848	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C20CC	Voltage_Box	_Voltages	span_67025	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C2225	Voltage_Box	_Voltages	span_31933	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C23FC	Voltage_Box	_Voltages	span_61564	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'97C2492	Voltage_Box	_Voltages	span_50869	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9B830B8	Voltage_Box	_Voltages	span_34575	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9B830F1	Voltage_Box	_Voltages	span_2262	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9BC44D9	Voltage_Box	_Voltages	span_19514	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'9C497FF	Fault_Currents	_Fault Currents	Damascus	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C4981D	Fault_Currents	_Fault Currents	Marshall	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C49837	Fault_Currents	_Fault Currents	Bee Branch	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C49851	Fault_Currents	_Fault Currents	Hillview	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C4986B	Fault_Currents	_Fault Currents	Fairfield Bay	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C49885	Fault_Currents	_Fault Currents	Quitman	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C4989F	Fault_Currents	_Fault Currents	Scotland	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C498B9	Fault_Currents	_Fault Currents	Shirley	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C498ED	Fault_Currents	_Fault Currents	Clinton Industrial	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C49907	Fault_Currents	_Fault Currents	Cleveland	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C49921	Fault_Currents	_Fault Currents	Botkinburg	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9C4993B	Fault_Currents	_Fault Currents	North Clinton	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9CE6B32	Load_Currents	_Currents	span_46750	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9CE6B4C	Fault_Currents	_Fault Currents	span_46750	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9D488BF	Load_Currents	_Currents	span_31129	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9D488E8	Fault_Currents	_Fault Currents	span_31129	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9D6930B	Load_Currents	_Currents	span_89239	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9D6932F	Fault_Currents	_Fault Currents	span_89239	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9DB6843	Load_Currents	_Currents	span_72214	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9DB685D	Fault_Currents	_Fault Currents	span_72214	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9E18938	Load_Currents	_Currents	span_38053	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9E18952	Fault_Currents	_Fault Currents	span_38053	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9E3942A	Fault_Currents	_Fault Currents	span_19526	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'9E7AA0D	Load_Currents	_Currents	span_93200	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'9E7AA27	Fault_Currents	_Fault Currents	span_93200	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'9EC7E73	Load_Currents	_Currents	span_3889	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'A10469F	Fault_Currents	_Fault Currents	span_5774	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A1046BD	Voltage_Box	_Voltages	span_7487	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A1046E7	Fault_Currents	_Fault Currents	span_7487	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A104705	Fault_Currents	_Fault Currents	span_86684	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A104723	Fault_Currents	_Fault Currents	span_8393	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A104741	Fault_Currents	_Fault Currents	span_9559	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A10475F	Fault_Currents	_Fault Currents	span_10242	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A104782	Voltage_Box	_Voltages	span_9400	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A1047AC	Fault_Currents	_Fault Currents	span_9400	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A124EA2	Voltage_Box	_Voltages	span_10002	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A124F07	Fault_Currents	_Fault Currents	span_10002	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A14566C	Fault_Currents	_Fault Currents	span_8747	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A145705	Fault_Currents	_Fault Currents	span_6551	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A145776	Fault_Currents	_Fault Currents	span_7140	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A166143	Voltage_Box	_Voltages	span_7021	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A16616D	Fault_Currents	_Fault Currents	span_7021	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A1CB0ED	Voltage_Box	_Voltages	span_5348	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A1CB117	Fault_Currents	_Fault Currents	span_5348	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A20C89E	Voltage_Box	_Voltages	span_4895	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A20C8C8	Fault_Currents	_Fault Currents	span_4895	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A25A0D5	Fault_Currents	_Fault Currents	span_4778	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A27ADBA	Voltage_Box	_Voltages	span_4480	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A27ADE4	Fault_Currents	_Fault Currents	span_4480	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A27AE10	Voltage_Box	_Voltages	span_4491	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A27AE3A	Fault_Currents	_Fault Currents	span_4491	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A27AF1A	Fault_Currents	_Fault Currents	span_10626	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BE37	Voltage_Box	_Voltages	span_960	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BE61	Fault_Currents	_Fault Currents	span_960	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BE8D	Voltage_Box	_Voltages	span_3443	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BEC6	Fault_Currents	_Fault Currents	span_3443	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BEF3	Voltage_Box	_Voltages	span_473	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BF1D	Fault_Currents	_Fault Currents	span_473	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BF5C	Fault_Currents	_Fault Currents	span_8347	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BF88	Voltage_Box	_Voltages	span_584	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A29BFB2	Fault_Currents	_Fault Currents	span_584	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A2BD116	Fault_Currents	_Fault Currents	span_1504	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A2BD134	Voltage_Box	_Voltages	span_3602	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A2BD15E	Fault_Currents	_Fault Currents	span_3602	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A2EA654	Fault_Currents	_Fault Currents	span_67025	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A32CEC1	Voltage_Box	_Voltages	span_66787	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A32CEEB	Fault_Currents	_Fault Currents	span_66787	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A32CF71	Voltage_Box	_Voltages	span_66408	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A32CF9B	Fault_Currents	_Fault Currents	span_66408	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A36FB67	Fault_Currents	_Fault Currents	span_65254	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A36FB85	Fault_Currents	_Fault Currents	span_66088	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3912AD	Fault_Currents	_Fault Currents	span_70210	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3912D9	Voltage_Box	_Voltages	span_69069	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3912FD	Fault_Currents	_Fault Currents	span_69069	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391317	Voltage_Box	_Voltages	span_69178	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A39133B	Fault_Currents	_Fault Currents	span_69178	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391355	Voltage_Box	_Voltages	span_94186	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391379	Fault_Currents	_Fault Currents	span_94186	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3913AC	Fault_Currents	_Fault Currents	span_72682	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3913CA	Fault_Currents	_Fault Currents	span_71718	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3913E8	Fault_Currents	_Fault Currents	span_67805	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391406	Fault_Currents	_Fault Currents	span_33951	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391424	Voltage_Box	_Voltages	span_67680	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A39144E	Fault_Currents	_Fault Currents	span_67680	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3914DF	Fault_Currents	_Fault Currents	span_17520	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3914FD	Fault_Currents	_Fault Currents	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391557	Fault_Currents	_Fault Currents	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391575	Fault_Currents	_Fault Currents	span_72573	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391593	Fault_Currents	_Fault Currents	span_72841	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3915B1	Fault_Currents	_Fault Currents	span_91435	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3915CF	Fault_Currents	_Fault Currents	span_76702	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A391611	Fault_Currents	_Fault Currents	span_78041	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3B3067	Voltage_Box	_Voltages	span_74511	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3B3091	Fault_Currents	_Fault Currents	span_74511	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F624E	Fault_Currents	_Fault Currents	span_56030	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F6268	Fault_Currents	_Fault Currents	span_59698	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F6282	Fault_Currents	_Fault Currents	span_56261	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F629C	Fault_Currents	_Fault Currents	span_53861	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F62B6	Voltage_Box	_Voltages	span_56076	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F62E0	Fault_Currents	_Fault Currents	span_56076	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F62FA	Voltage_Box	_Voltages	span_57711	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F6324	Fault_Currents	_Fault Currents	span_57711	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F6362	Fault_Currents	_Fault Currents	span_60669	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A3F638C	Voltage_Box	_Voltages	span_90131	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A3F63B6	Fault_Currents	_Fault Currents	span_90131	<>	<>	14.4 Area	<>	<>	<>	<>	<>	<>	<>
'A3F641D	Fault_Currents	_Fault Currents	span_63202	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F643B	Fault_Currents	_Fault Currents	span_59559	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A3F6459	Fault_Currents	_Fault Currents	span_63773	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A445F9E	Fault_Currents	_Fault Currents	span_75682	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A445FBC	Fault_Currents	_Fault Currents	span_50984	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
'A445FD6	Fault_Currents	_Fault Currents	span_50916	<>	<>	Wipeout On	<>	<>	<>	<>	<>	<>	<>
